,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
4347,"""AppleCare""",I have been working at Apple full-time for more than 3 years,"Great Benefits, Decent Pay, Great Management, Great Environment","Vast Hours of Operations, Inconsistent Schedules",3.0,5.0,3.0,4.0,3.0
4348,"""AppleCare""",I have been working at Apple full-time for more than 3 years,"Great Benefits, Decent Pay, Great Management, Great Environment","Vast Hours of Operations, Inconsistent Schedules",3.0,5.0,3.0,4.0,3.0
4349,"""Meh, they definitely get their moneys worth""",I have been working at Apple part-time for more than 8 years,"In the big R, you get the opportunity to move around and try different positions, and there are lots of stores in the world if you want to transfer.","Can be clicky
The pay sucks after you have been there for a bit, new hires make more than tenured employees.
They suck your life out, they will definitely get more than what they pay you for, the best part is those that drink the juice, wont even notice!! It's a win for Apple.",2.0,2.0,3.0,2.0,2.0
4350,"""Business Expert""",I have been working at Apple full-time for more than 3 years,"Friendly environment, working with cross functioning teams, collaboration with peers, business networking events, flexible floor presence","Generally undervalued, constantly fighting the perception that we don't do anything by those that don't understand the B2B work environment",3.0,4.0,3.0,4.0,3.0
4351,"""Great""",I have been working at Apple part-time for less than a year,"Good pay, fun work environment. Great benefits and discounts as well. Only hire the best people for the job so nice people","Held to high standards with customers, difficult to get a job without a referral, no way to take a long leave",5.0,5.0,4.0,5.0,3.0
4352,"""Doing what they know best these days *gasp*""",I worked at Apple full-time for more than 5 years,"If you're looking for a gig with low pressure sales quotas, no aggressive commission structures, and a family-like environment - Apple is the place is for you. While there, they will make you feel very welcome and included. Your ideas will be listened to, and they'll make you feel valued. Plus the benefits are some of the best in the field.","Apple is slowly and visibly gravitating from a innovative professional hardware and software company to a fashion company. Speaking from a retail perspective, many employees in the past were experienced working professionals who had deep knowledge in their respective fields be it photography, audio engineering, or filmmaking. What an employee lacked in knowledge or for upcoming software changes, Apple management and department leads made sure you were given ample development time to grow and learn. The structure then was unofficially to inspire your customers, and the sales will follow.

As time progressed, Apple leadership put more emphasis on ""people leaders"" who had poor knowledge of the product. As such, many of these new ""people leaders"" brought in from companies like Starbucks, Best Buy, Target, etc. didn't and still don’t share those same values as their passionate employees. Over time, the professionals working for the company became burned out and moved on, either by their own accord or a manager's. To fill the places of these working professionals were employees with no professional background, given little practical training on the software they were to learn resulting in having employees with poor knowledge on the product or subject if questions arose. The Apple professionals remaining in the company became complacent and/or bitter that they were being paid similar amounts as those newer employees with lesser experience, yet they were expected to assist with their deeper knowledge when a customer required it. This effect cause these professionals to exploit Apple's attendance policies resulting in less staff during a planned out day. A great example is seeing the Genius Bar become so famously behind. A lot of that is due to staff calling out for their shifts leaving their peers and lower ranking employees to pick up the pieces and learn-on-the-fly. When these problematic staff members were set to be confronted, they'd go out on leave-of-absence through stress or some sort of injury and return once the dust settles on their attendance record. This is a very deep problem Apple has yet to permanently resolve today.  

What has since become noticed and evident is how most of Apple’s newest leaders are not inspirational tech professionals. They don’t develop you to want to use the platform or software. They weren’t promoted through the ranks, but were rather hired outside the company and brought in. They’re most interested in taking you through leadership development for a few months at your same rate then throwing you back into your old responsibilities with little to show for what you’d learned. The bulk of their leaders don’t even know how to use a word processor, build a spreadsheet, or even edit a photo. They’re there to coach on sales, inspire performance, and defuse customer escalations (overriding whatever fair resolution you had positioned to your customer). It’s not the Apple environment it once was, and has slowly gravitated into a sales organization first. Sell first, then invite them back to a workshop to be inspired later.",3.0,2.0,2.0,3.0,1.0
4353,"""Great company""",I worked at Apple  for more than 3 years,"Product education, great work environment",Difficult to get out of retail,3.0,5.0,5.0,3.0,4.0
4354,"""Not exactly as perfect as they would have you believe""",I worked at Apple full-time for less than a year,The people are nice and intelligent.,"The management is grossly unqualified, like most retail environments. A reflection on the pay scale more than anything, I'm sure. 

Not a friendly environment for women, as they work twice  as hard as the men in the same positions, are questioned at every turn and are
Paid less for the same work. Yes, corporate is aware, so there is almost no fixing it.",2.0,3.0,2.0,2.0,2.0
4355,"""Great company""",I have been working at Apple ,"Reasonable and proud, Good salary.",Hard mission and stressful delivery,3.0,4.0,5.0,4.0,3.0
4356,"""Its ok""",I have been working at Apple full-time for more than 3 years,"- Exciting work culture
- Great benefits
- Beautiful store","- Very exhausting
- Micro-managing
- Minimal development from management
- Pressure to put in more work with no incentives or rewards
- Crazy work hours",3.0,3.0,3.0,4.0,2.0
4357,"""Used to be great but now disappointing""",I have been working at Apple full-time for more than 3 years,"Decent Pay, but varies on where you live
Good Benefits
Good Managers
Training (Used to be good)
401K Match
Discounts on Apple products","Rotating Schedule
Poor Training
Forced into positions you're not interested in
Metrics are the life blood of the company but having good metrics doesn't mean squat
Absolutely 0 growth opportunities 
Being there's no growth opportunities burnout happens and then it's a constant daily grind of the same things every day",3.0,2.0,1.0,4.0,1.0
4358,"""No path for growth""",I have been working at Apple full-time for more than 3 years,The people are great and devoted to success. The work is unlike anything else anywhere else in the world. There are opportunities for non-work events that are super rare.,There is a distinct separation between management and direct reports. They cannot provide a growth path or career development options. Conflicting messages if looking outside your group on what you can or can't do.,2.0,3.0,2.0,3.0,2.0
4359,"""Great company, Great Benefits""",I have been working at Apple full-time for more than a year,Great benefits and perks. Awesome discounts and training is great! the Pay is generally above average for the area,"weekends almost always required due to the schedule ""bids"" and the better you do the better schedule you get but at times are stuck on a midnight closing shift for 3 months. Managers can be condescending at time and micro managing is horrible at times. developed anxiety working for Apple",1.0,5.0,3.0,5.0,4.0
4360,"""Genius Admin""",I have been working at Apple ,They care about their people.,If you work in a small market there are few opportunities for advancement.,,,,,
4361,"""It's still retail at the end of the day.""",I have been working at Apple full-time for more than 3 years,You work with a team who truly believes in the technology that is being serviced and sold. Everyone is always optimistic through the work day and highly supportive of each other.,"Management at any store can often be solely metric focused which probably comes from higher up, which can negatively affect employee moral as they don't feel appreciated.",4.0,5.0,4.0,5.0,3.0
4362,"""Worst ever!""",I worked at Apple full-time for less than a year,"Worst company ever. So much favoritism and racism.  In 2015-2016 Apple laid off a lot of people from Recruiting (over 200) both from CA and Austin campus. Some recruiters in CA even reported that they got  40% bonus..some didn't get any at all. Plus, they keep everything so private to the extent of suffocation and make it look like ""we like surprises""","Career progression is only for Management ""favorites""",1.0,3.0,1.0,3.0,1.0
4363,"""Account Manger""",I have been working at Apple  for less than a year,"Good company, benefits, not too stressful of a position, 401k match",Comp could be better by bay area standards,5.0,5.0,4.0,3.0,5.0
4364,"""Sales Consultant""",I worked at Apple full-time,Best company ever i loved it so much,i hated all my managers and the favoritism sucked,3.0,5.0,5.0,5.0,1.0
4365,"""Great people, amazing benefits all around.""",I have been working at Apple full-time for more than 5 years,You'll learn a lot in a fast paced retail environment. Great benefits. Amazing and smart people who will challenge you.,You may think you're ready to be promoted before you are. You have a lot of hoops to jump through before you can find a way to be promoted. Although I've personally seen a few peers get promoted while some have been left in the dust.,3.0,3.0,2.0,2.0,3.0
4366,"""Micromanage ruins the Apple Culture""",I have been working at Apple full-time for more than a year,"Apple brings in the most energetic, passionate, creative, flexible group of talented people to work together. It's the best atmosphere to work with such fun and supportive team!","The bilingual mandarin team has the worst management team ever. Top manager has no management working experience prior and no proper training after. Which leads to encourage the micromanaging team managers who overlooked the numbers calculated by computer systems. Expecting all the advisors work like a robot with no flexibility and customer service means nothing as long as it takes less time to complete more tasks. 
Most of managers are outdated from the technical and front line customer service soft skill. We've been directed to lie about the fact of the issue and provide useless solutions just to give the management team more time to figure out the better handling ways.",5.0,3.0,1.0,4.0,1.0
4367,"""Great part time job opportunity""",I worked at Apple part-time for more than a year,"Very relaxed dress code & the tshirts we had to wear were so comfy. The pay was great, too!",It's not as fun working there since the iPhone. I started in 2006 when people cared about the computers and software. Now not so much.,5.0,3.0,2.0,4.0,3.0
4368,"""Very fulfilling and lots of growth within.""",I have been working at Apple full-time for more than a year,Community Benefits. Environment. Teamwork. Growth opportunities. Stock options. Being able to help with new users in the field of technology. To leave a world a better place.,Although retail it would be helpful if the Schedule options there would include  fixed schedule to accommodate a little bit more when it comes to work life balance.,4.0,4.0,4.0,4.0,4.0
4369,"""Creative environment to work in.""",I worked at Apple full-time,Apple values creativity and out of the box thinking.,It would not be a good environment for an employee that needs constant validation and hand holding.,3.0,4.0,4.0,4.0,3.0
4370,"""Intern""",I worked at Apple ,Great exposure for such short tenure,Nothing really all good I believ,5.0,5.0,5.0,5.0,5.0
4371,"""Dynamic work environment with fun challenges and interesting peers. Non-commission pay encourages honesty.""",I have been working at Apple full-time for more than 8 years,"Great people, great products. Retail challenges the status quo regularly and Apple business is reinventing the role of a sales team in a retail environment.",Retail environment is a challenge in a b2b sales role. Dedicated business offices would encourage customer visits and allow us to showcase our technology.,5.0,5.0,4.0,4.0,3.0
4372,"""Specialist""",I have been working at Apple part-time for more than 3 years,"Great while in college, flexible hours, good managers, greatly ran company.",Tough to move up in the company when a part time worker.,5.0,5.0,3.0,5.0,4.0
4373,"""Meh""",I have been working at Apple part-time,Great coworkers and good people in management,Retail is terrible and quickly getting worse,,,,,
4374,"""engineer""",I worked at Apple full-time,"Learned a lot, every details specification. all talented people",No free apple any more,4.0,4.0,4.0,4.0,3.0
4375,"""assist to steve jobs""",I have been working at Apple full-time,"nice uniform, sunny office, nice lunch",he's not at the company anymore,1.0,1.0,1.0,1.0,1.0
4376,"""Great Culture, if done properly.""",I have been working at Apple full-time for more than 3 years,"Lots of amazing people, and great benefits. Pay is beginning to trail behind what the company ""values"" its employees as and what the company is clearly able to afford.","Early on management seemed to hire phenomenal talent, now it seems as though the company's focus is on Business and not Sales / Genius Bar.

Pay is beginning to trail behind what the company ""values"" its employees as and what the company is clearly able to afford.",3.0,4.0,3.0,5.0,4.0
4377,"""At home advisor""",I worked at Apple part-time,"Flexible schedule, full benefits, good pay for a college student",Schedule should be able to be a little more flexible,4.0,5.0,,4.0,4.0
4378,"""Specialist""",I worked at Apple full-time,Awesome team and friends that last forever. The experience you get is 2nd to none,"Burnout is high, not many opportunities",4.0,4.0,3.0,2.0,3.0
4379,"""Best company to work for.""",I worked at Apple full-time for more than 3 years,Great work culture and values.,Have to relocate to California and living expense cost is high.,4.0,5.0,5.0,5.0,3.0
4380,"""No complaints.""",I have been working at Apple full-time for more than a year,Fantastic company to develop great products,Growth can be a bit slow but learning is awesome..,4.0,4.0,5.0,5.0,4.0
4381,"""Good College Job""",I have been working at Apple part-time for less than a year,Great benefits for part time employee,"Deal with a lot of complaining people, switched managers 3 times in 9 months",4.0,4.0,4.0,5.0,4.0
4382,"""New hire""",I have been working at Apple part-time,Great experience and dedication to their people and mission.  They really work with people who are already employed to facilitate training schedule. Great people.,None so far with limited time.,,,,,
4383,"""At-Home Advisor""",I worked at Apple part-time,"Great Company to work for. Great Benefits, awesome leadership, good opportunity for upwards movement. Managers are very caring and work tirelessly to help you achieve your specific company goals.","Working at home can get old quickly, your patience is your number one skill at this job. You probably will get screamed at by customers who refuse to work with you.",5.0,5.0,5.0,5.0,5.0
4384,"""Not a female friendly place in ISS""",I have been working at Apple full-time for less than a year,The compensation package is fair.,The culture is actually fostered to be abusive and competitive and many of the mid level leaders are google rejects (some without even college degrees) who run the place like a hedonistic locker room.  This is NOT a friendly place for women or those who call management on unethical behaviors.,1.0,1.0,1.0,2.0,1.0
4385,"""Fantastic Benefits, Some Conflicts""",I worked at Apple full-time for more than 3 years,"Pay is very competitive, and benefits are unparalleled. Lots of opportunities for career experiences at corporate, room to grow rapidly inside store.","Despite all protests to the contrary, Apple Retail can still exhibit the worst of retail management, and areas of management focus swing wildly depending on how the managers are being evaluated in their own performance reviews.",5.0,5.0,3.0,5.0,3.0
4386,"""Apple Retial""",I have been working at Apple full-time for more than 3 years,"Good pay
Great benefits
Tuition reimbursement
They work with your school schedule if need be
The ability to say no to customers","Poor management
Walk into work everyday and things always change
Moving up is hard, unless you brown nose or suck at your job.",2.0,3.0,1.0,4.0,1.0
4387,"""Amazing culture, one of the best places I've had the chance to work.""",I worked at Apple full-time for more than 3 years,People made everything worth it. The product was amazing and exciting to tell customers about. Leadership and culture was invested in my growth and development.,There really weren't too many. Sometimes politics would show up among management and get in the way of developing others. Really depends on the specific store you are in.,4.0,5.0,4.0,5.0,4.0
4388,"""Hardware Engineer""",I have been working at Apple full-time for more than a year,"Good compensation
Stable Job
Great for career development","High Pressure, many deadlines, very competitive",,,,,
4389,"""n/a""",I have been working at Apple full-time for more than a year,"good benefits, steady job.","unprepared leadership, doesn't follow companies culture. Disconnect between corporate and retail.",3.0,2.0,3.0,3.0,1.0
4390,"""RETAIL: 10/10 Culture - 7/10 Pay Scale""",I worked at Apple full-time for more than a year,"CRAZY GOOD BENEFITS

Healthcare was great

Pay Scale was good. You could make anywhere between 30-40 a year. 50-60 if you want to die an Apple employee.

A good mix of laid back & fast paced (just dependent on when the store's high traffic is.","While I said the pay scale was good, it's also a little underwhelming when considering how important retail is to Apple. Retail employees not only sell but secure ""promoters"" through fantastic customer service. While for a younger individual wanting to get involved in a big company, its great pay, but as the years go by, you start to see that Apple is not valuing retail employees as much as they should.",5.0,5.0,4.0,4.0,3.0
4391,"""Product Zone Specialist""",I have been working at Apple full-time for more than 3 years,"This is the best developmental work experience y'all millennial's will have. I'd recommend working here to anyone, of any age, at any time in their life. This will be the best retail experience you ever know, and it'll get you ready for your next steps. Benefits galore, stock options, and an amazingly insane team.","It's retail - lifestyles aren't the best, but they do make an effort. Also, the pay should still be a little higher.",3.0,5.0,4.0,4.0,5.0
4392,"""Stay as far away as you can.""",I worked at Apple full-time for more than 3 years,"The pay is great, but there's a reason for that...","Honestly, it's become the worst place to work for. I had 5 years invested with them. Things were great in the beginning and then they started merging all the Lines of Business. Not all of the lines are that similar. An iPhone trouble shoots vastly different than an iMac, but little training and no pay increase makes for a pretty crummy experience. Then, add in the atrocious Two-Factor and locking people out of their accounts, leaving us with no ability to assist. It's a pretty poor time on both sides. Plus, having to eat a bad survey that is explicitly left for another advisor...what's bad about that? Oh. It directly relates to your schedule on two important fronts. I won't say it was better when Steve was still around, but it wasn't as bad as it is now.",1.0,1.0,2.0,5.0,1.0
4393,"""Apple retail review""",I have been working at Apple ,"Great benefits, open minded leadership and constant recognition of job performance.",Too much secrecy around retail changes from retail leadership.,3.0,5.0,3.0,4.0,4.0
4394,"""Cult like""",I have been working at Apple part-time for more than a year,"Benefits
People
Really strong culture when it comes to giving it your best
People really like being there because they treat their employees really well.",They really exaggerate what you are doing there.,5.0,5.0,4.0,5.0,4.0
4395,"""Great Company to work for""",I have been working at Apple full-time,You get to work for Apple!,"Micro managing managers, too many managers",4.0,3.0,5.0,5.0,3.0
4396,"""IOS senior advisor""",I worked at Apple  for more than a year,"Great culture,  pay, benefits, and Cafe and gym, plus discounts","Not really any cons, just be ready to work hard and fit the needs of the company",4.0,5.0,5.0,5.0,4.0
4397,"""Senior Advisot""",I have been working at Apple full-time for more than 3 years,"They pay well, take care of their employees and go above and beyond. Yes they have many many employees but they treat us like humans that are worth something.","I'd have to say the schedules changing every 3 months. However, incentives to be in the top 5% allows you to choose your own schedule.",5.0,5.0,5.0,5.0,5.0
4398,"""IOS senior advisor""",I worked at Apple  for more than a year,"Great culture,  pay, benefits, and Cafe and gym, plus discounts","Not really any cons, just be ready to work hard and fit the needs of the company",4.0,5.0,5.0,5.0,4.0
4399,"""Senior Advisot""",I have been working at Apple full-time for more than 3 years,"They pay well, take care of their employees and go above and beyond. Yes they have many many employees but they treat us like humans that are worth something.","I'd have to say the schedules changing every 3 months. However, incentives to be in the top 5% allows you to choose your own schedule.",5.0,5.0,5.0,5.0,5.0
4400,"""Great!""",I worked at Apple ,Flexible hours and great benefits.,Okay pay and training for employees.,,,,,
4401,"""At home advisor""",I worked at Apple full-time,"Pay, benefits, health insurance, discounts, work from home, PTO.",Training is mostly spent on customer types and how to handle them.  Need more on the devices give you basic on them.   Make you move to Mac's when you plead with them!!!.,2.0,3.0,4.0,5.0,4.0
4402,"""Apple Specialist""",I have been working at Apple part-time for more than 3 years,Fun group of people to work with.,"Schedule all over the place, although to be expected with retail, but can still be tough with work-life balance.",2.0,5.0,5.0,5.0,5.0
4403,"""It's hard to get in, but easy to stay""",I have been working at Apple full-time for more than a year,"There's always something new to learn, fast paced environment, and you meet a lot of cool people, good pay","It's difficult to move up in the company, it can easily turn into a stressful environment",2.0,5.0,4.0,5.0,5.0
4404,"""job""",I worked at Apple full-time,benefits and great products,hours & days that you work,4.0,4.0,5.0,4.0,4.0
4405,"""Apple Retail is its own thing now - NOT Apple""",I have been working at Apple full-time for more than 8 years,"The culture, benefits, people, and the sense of job security are upper crust. Fundamentally, Apple Retail's corporate management is a thing all onto itself populated by strict RETAIL thinking unrelated to Apple Corporate's 'Think Different' goals & objectives (although they are in denial about this fact). There is a TALL wall of separation between the two. Bottom line you probably can't get a better job in retail but make no mistake -- you are not working for the Apple you think about when you think about Apple.","Still it's mindless, transactional, repetitive, erratic hour, dogmatic, customer satisfaction metric driven, burn-out prone, frustration filled RETAIL where you can't help but feel like you are living the same day over and over and mostly it is not so great a day after you've been there a few years. If you are an intelligent and creative minded individual, for all its benefits, staying in Apple Retail IS NOT easily sustainable. Agreeing with another reviewer: ""It's the coolest dead end job you will ever have"" because, unless you have a LOVE for retail management, there is nowhere to advance to technical or creatively despite Apple being known as a technology and creative driven company. It's not THAT Apple.",3.0,4.0,1.0,4.0,4.0
4406,"""Specialist""",I have been working at Apple part-time,friendly staff. very welcoming.                                              good salary,"long hiring process, with a chance you may not get the job.",3.0,3.0,3.0,3.0,3.0
4407,"""Admin""",I have been working at Apple part-time,"Incredible team, and lots of learning opportunities.","If you are not able to handle multitasking, it's not the job for you.",5.0,5.0,5.0,5.0,5.0
4408,"""Market Leader""",I worked at Apple  for more than 10 years,"Culture, Benefits, Pay, Leadership",Work/Life Balance can be a challenge,3.0,5.0,5.0,5.0,5.0
4409,"""The Best Company I ever worked for""",I have been working at Apple full-time,"Great work environment, fun energy, awesome coworkers",There are no cons at all,5.0,5.0,5.0,5.0,5.0
4410,"""Great Company with Great Culture!""",I have been working at Apple full-time,Best retailer to work for! The culture at Apple creates an enjoyable environment to assist people with Apple technology.,"Like any company some colleagues aren't the best to work with, but they get out-weighed by the many that are dependable and care for consumers of Apple products.",5.0,5.0,5.0,5.0,5.0
4411,"""Great Opportunity""",I have been working at Apple full-time for more than a year,"Great company, benefits & compensation for a customer service role, work in your PJ's from home, save on no commute",Customer facing role is very mentally draining and monotonous,3.0,5.0,2.0,5.0,5.0
4412,"""Better for the short term""",I have been working at Apple full-time for more than 8 years,Great benefits. I've had some really great people skills instilled in me. I'm not naturally tech savvy so working at apple keeps me up to date.,"The idea of the culture Apple wants in the retail environment is such a good one. Unfortunately, it doesn't get carried out very often. Most of the tenured people there hate their job but have a hard time moving on to another job with equal or better pay and benefits. Retail is retail and if you work at the Genius Bar (like I do) you will most likely encounter several angry, rude, mean, unreasonable and entitled acting people. They will suck all the apple juice right out of you and you will be exhausted and burnt out and depressed. If you are an empath (again, like me) you will be very good at your job but over time, it will be hard on you and you won't even recognize yourself if you don't get out before the negative energy eats your soul.",1.0,3.0,3.0,4.0,2.0
4413,"""expert""",I have been working at Apple full-time for more than 3 years,"life skills on how to deal with people and how to develop yourself. the people and tema you work with, you will never find another team like it. lots of interesting talents and skills that you can utilize outside of work. i.e.. most are creative people photographers, DJs, musicians, so you definitely get the benefits of working with and also  having help from them.

there are so many pros, that is until you learn nd develop and realize that once you've learned everything you can. The cons list outweighs the reason to stay.","NO SUCH THING AS WORK LIFE BALANCE. You will work 12pm-9pm, then the next day 8am-5pm. then the following 11am-8pm. You will dedicate your life 45hours a week (each day you have 9 hour shifts but an unpaid lunch for 1 hour)to this job but will never fulfill your outside life. they harp on it and try to convince you that it work life balance are taken into consideration, but its not. You must request off 4-5 weeks in advance and hope no one else that has the same position you do did because then it will be denied. IF you do get your request by luck, then you will absolutely work an opening shift the following day. thats that 8am shift the day after you want to have off. Expect to work every weekend unless you consistently kiss the toes of management.

 they outsource positions with titles and don't often promote within. if they do promote you from within you will not see any kind of increase in pay, just enough to say hey you get a dollar more. However, the people they outsource who have no understanding of the culture, products, or people they work with but had a ""manager"" title at another company will get paid 1.5 times more than you to do less work because they don't get most of the processes.",1.0,5.0,2.0,1.0,2.0
4414,"""small to med bus online sales""",I worked at Apple full-time,great work environment - new facilities,"great corporate messaging, poor follow through on helping temp to perm",1.0,1.0,1.0,1.0,1.0
4415,"""Overall a good experience""",I have been working at Apple ,You can really do whatever you want...not too much structure,"the customer base is very demanding but totally understandable, we do everything on our devices.",2.0,2.0,3.0,4.0,2.0
4416,"""Specialist""",I worked at Apple part-time for more than a year,"Great benefits, good pay for retail","Culture is changing, things are becoming much more standardized and the soul of the company is no longer there. Managers are always looking at you and timing your breaks.",3.0,3.0,3.0,4.0,2.0
4417,"""Genius""",I worked at Apple full-time for more than 5 years,"•Great benefits (Medical, fitness reimbursement, 401k, etc.)
•Fun team
•Very hands on job","•Retail Hours
•Work nights and weekends
•No movement to corporate",3.0,5.0,3.0,5.0,3.0
4418,"""Apple""",I have been working at Apple full-time,Easy work environment. Good pay,Nothing bad about the company,4.0,4.0,5.0,4.0,3.0
4419,"""Apple Job""",I worked at Apple full-time,"Great people. Always having fun, and projects are interesting. I love what I do.",None! Apple is the best.,,,,,
4420,"""Decent Place to Work Short-Term""",I have been working at Apple full-time,Stock is a great way to incentivize people.,No Work - Life Balance,1.0,5.0,3.0,5.0,4.0
4421,"""Solid Employer""",I have been working at Apple ,Great experience in the field,Limiting financial compensation is difficult,,,,,
4422,"""Great company to work for.""",I worked at Apple ,Working with people who want to be there.,"It's retail hours, but the best retailer to work for.",2.0,4.0,4.0,5.0,4.0
4423,"""Immense potential for personal and career growth, and decent benefits.""",I have been working at Apple full-time,"Challenging work, that rewards creative thinking. Making a legitimate difference in the lives of people, and the future of technological innovation, on a a daily and individual basis. Working with incredibly motivated and talented staff. Many of whom go on to become leaders in their field, when moving up in or departing from the company.","Attention to detail, self-drive, and sincerity in all that you do are absolutely necessary. This can quickly become despairingly exhausting, in all contexts, for those in more technically demanding roles, that are not careful. Especially if forced to pick up the slack for others, or encountering nepotism. Noisy environment.",2.0,4.0,4.0,4.0,3.0
4424,"""Good Tech Support Beginning Job""",I have been working at Apple full-time,Great and friendly company with amazing staff and wonderful benefits.,You feel like just another cog.,4.0,4.0,3.0,5.0,4.0
4425,"""Great benefits for a college job, positive work environment, awesome discounts, and you can't beat working from home""",I have been working at Apple part-time for more than a year,"Apple Discounts all around
Lots of third party discounts
Full benefits for part time work
Adjust work schedule according to classes
Awesome holiday/overtime pay","Required to work 8 hour weekend shift for college program
Required to work evenings during the week
Only 10 second breaks between calls",5.0,5.0,4.0,5.0,4.0
4426,"""Good benefits, but corrupt leadership""",I have been working at Apple full-time for more than a year,"Benefits, fellow employees, job stability","Absolutely no transparency, absent store leader, favoritism determines promotions (not ability)",3.0,3.0,1.0,5.0,1.0
4427,"""AppleCare At Home Advisor""",I have been working at Apple full-time for more than 3 years,"As a chat advisor, you get more freedom than a phone advisor. You can listen to music, not worry about background noise or your tone of voice when communicating with a customer, as all communication is done via Chat.","The hours aren't amazing. As a Chat advisor, we are open 24/7 including all holidays. If you do your job well, you can choose what schedule you want which helps.

Also, working for home isn't for everyone. It's hard to be at home alone all the time, so if your a social person, this may not be the job for you.",3.0,5.0,4.0,5.0,4.0
4428,"""AppleCare At Home Advisor""",I have been working at Apple full-time for more than 3 years,"As a chat advisor, you get more freedom than a phone advisor. You can listen to music, not worry about background noise or your tone of voice when communicating with a customer, as all communication is done via Chat.","The hours aren't amazing. As a Chat advisor, we are open 24/7 including all holidays. If you do your job well, you can choose what schedule you want which helps.

Also, working for home isn't for everyone. It's hard to be at home alone all the time, so if your a social person, this may not be the job for you.",3.0,5.0,4.0,5.0,4.0
4429,"""Good Company""",I have been working at Apple full-time for more than a year,Working at home is great,"-Nothing bad about the company
-The job is more of a getting by type of job but not a lot of promotion potential.",5.0,5.0,5.0,3.0,5.0
4430,"""Employee Review""",I have been working at Apple full-time,Great manager and team members!,Nothing to share as of this time,,,,,
4431,"""Family Room Specialist""",I worked at Apple ,It is a great experience I have every had.,Apple needs a lot to keep improvement,5.0,5.0,5.0,5.0,5.0
4432,"""Specialist""",I worked at Apple part-time,Great Company to work for and perks amazing,availability - no room for work/life balance,1.0,4.0,3.0,4.0,3.0
4433,"""IT's alright""",I have been working at Apple full-time for less than a year,"good vibe, talented people, good pay","to many policy, people hunt for credit but not responsibility",1.0,3.0,3.0,4.0,1.0
4434,"""An outstanding company built on outstanding people""",I worked at Apple full-time for more than 5 years,"Get to work with some of the smartest and most devoted people in the world in a great environment with good salary, perks and high morale.",People have to work hard; there is not much latitude for error and senior management can sometimes be very tough.,3.0,5.0,3.0,4.0,4.0
4435,"""Specialist""",I have been working at Apple part-time,Amazing benefits and very supportive team,Hard to come up with some cons,,,,,
4436,"""Amazing work place""",I worked at Apple part-time for more than a year,Nice development. People are great. Amazing products. It overall makes you a better person. Company benefits are amazing for a part time position.,Weekends and schedule management. Working weekends every weekend really gets into your work life balance. The growth structure is heavily I fluenced by playing favorites.,2.0,5.0,4.0,4.0,4.0
4437,"""AHA Apple T2""",I have been working at Apple full-time for more than 3 years,"+Benefits
+Pay Scale (OT and 5/10/15% increases depending on time of day you start)
+School tuition reimbursement","-Work/Life Balance
-No ladder for most above T2",3.0,5.0,3.0,5.0,4.0
4438,"""Senior Advisor""",I have been working at Apple full-time for more than a year,Great Benefits and job security,"You have to be very hard working, and very determined, its easy to get over whelmed by the work load",4.0,5.0,5.0,5.0,5.0
4439,"""Good for youngsters""",I worked at Apple ,"Easy to move up, work is easy if applied correctly. 
There is always an open ear. But sometimes the open ear isn't welcomed.","Favoritism, and very immature, highschoolish culture.  Rumors, who slept with who. Managers care more for numbers but ignore reality to reach goals.",,,,,
4440,"""hard to keep balance""",I worked at Apple full-time for more than 5 years,"*teamwork environment feels great 
*great benefits (stocks, 401k, health)
*pay is better then most retail jobs","*retail hours so when your friends are doing stuff, you'll be working
*overworked 
*often overlooked internally for promotions",2.0,4.0,1.0,5.0,3.0
4441,"""It's just okay""",I have been working at Apple ,Laid back environment is nice,there is no growth or advancement to a different department.,,,,,
4442,"""Okay""",I have been working at Apple ,The product discounts are pretty great,Retail always sucks when you have to deal with the uninformed public,,,,,
4443,"""Creative""",I worked at Apple ,Good people and great culture.,Poor management direction since Jobs died.,4.0,4.0,2.0,3.0,1.0
4444,"""Security""",I worked at Apple full-time for more than 3 years,"Paid Time Off, Good Range of Salary, Helpful Coworkers","Limited time of Day off,",5.0,5.0,3.0,5.0,5.0
4445,"""Operations""",I have been working at Apple full-time,"One of best companies in the world with lots of cash,","No guarantee that the company will remain in number one position in 2018, and company has lots of cash without innovation so they don't know where to invest. Becoming like microsoft, cisco...",4.0,3.0,5.0,5.0,3.0
4446,"""Specialist""",I have been working at Apple part-time for more than a year,Great for personal development and even networking.,"They make sure to hire the most talented people so if moving up is the goal, know that it's challenging yet possible.",4.0,5.0,4.0,4.0,4.0
4447,"""At-Home Advisor""",I worked at Apple part-time for more than a year,"Get to work from home, great community of people to work with.",It's customer service so you'll have your rough days/calls. It can be a little taxing at times.,2.0,5.0,4.0,3.0,4.0
4448,""".""",I worked at Apple part-time,They work well with students,You are required to work weekend shifts,3.0,4.0,3.0,5.0,3.0
4449,"""Going Downhill""",I have been working at Apple full-time for more than 8 years,There are still some smart people in engineering,"Too much process, schedule driven to a point where we can't ship high quailty products anymore.
Difficult to transition between roles at the company.
No opportunities to advance, especially if you are not willing or able to put in 70+ hours a week.",2.0,2.0,3.0,3.0,2.0
