,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
1760,"""Finance Consultant""",I have been working at Dell Technologies full-time for more than 8 years,"smart people, flexible work solutions, rotational opportunities","constant threat of layoffs, roles moving to lower-cost countries, promotions are few and far between",4.0,4.0,3.0,3.0,4.0
1761,"""Pros and Cons""",I have been working at Dell Technologies full-time for more than a year,Great work life balance and flexible hours,Low promotion opportunies and year to year raise,5.0,4.0,3.0,3.0,4.0
1762,"""Engineering Intern""",I worked at Dell Technologies full-time,"Nice people, good work/life balance and very welcoming intern program",Lots of networking required to get any work done,,,,,
1763,"""Sr Manager""",I have been working at Dell Technologies full-time,Stable and great company to work for,"Constant change in priorities, Lack of clear direction.",2.0,3.0,4.0,4.0,3.0
1764,"""Bad culture, some good gems""",I have been working at Dell Technologies full-time for more than 5 years,There are some really good people. But they are the exception. The office seems ok in terms of location and is modern.,Bad culture. We had an employee survey recently and I was stunned to hear of wide spread responses to it that basically didn't reflect what people really felt!! It is apparently because of the negative response from management and 'action plans' if you don't! Awful. Management at high levels to me appear weak and very political. In a few words. I just don't trust them.,1.0,1.0,3.0,2.0,1.0
1765,"""Not a bad place to work""",I have been working at Dell Technologies full-time,"Good work/life balance, decent pay, all my bosses have been excellent","There is a lot of bureaucracy and office politics to play, image is important and can damage your ability to get raises/promotions. Benefits seem to get worse every year.",4.0,4.0,4.0,3.0,3.0
1766,"""review for software engineer""",I have been working at Dell Technologies full-time for more than 5 years,"not very busy,  can learn some stuff for big company","not good paid, people are not full of energy",4.0,1.0,2.0,1.0,2.0
1767,"""Decent place to work""",I worked at Dell Technologies full-time,"Good Pay
Plenty of work
Good people","Too much case ownership on CSR's. 
Heavy corporate structure
Must spend 1 year in pro support before even being considered a new role.",3.0,3.0,5.0,3.0,3.0
1768,"""Dell Client-side""",I have been working at Dell Technologies full-time for less than a year,"Fast paced work environment, busy, certifications are paid for upon passing","Lots of ""opportunity"" that isn't there.  Forever dangling carrot. Training all pertains to Dell.",3.0,3.0,2.0,5.0,3.0
1769,"""Great environment""",I worked at Dell Technologies full-time,"Benefits, great leadership, great training","required overtime, can be unorganized at times",,,,,
1770,"""Great place to work""",I worked at Dell Technologies full-time,"Passionate, committed professionals driving to be the best in IT infrastructure",Passion can lead to unhealthy work habits.  One must manage their own work/life balance.,4.0,5.0,5.0,5.0,4.0
1771,"""Not sure what the title should be""",I have been working at Dell Technologies full-time for more than 8 years,"Good colleagues, good projects, good salary",None that I can think of,2.0,3.0,3.0,2.0,3.0
1772,"""Challenging work, but poor leadership and constant org change""",I worked at Dell Technologies full-time,"lots of challenging work, generally smart colleagues, opportunities to try new things, generally flexible working environment (lots of remote work)","leadership is often focused on making their fiefdom bigger vs. what's best for the company or customer
very stressful and demanding - often work very long days (early mornings and/or late nights)
very challenging to advance within marketing
constant organizational change - every 9-24 months
don't keep up pay vs. market (although this is supposed to happen)",3.0,2.0,3.0,4.0,2.0
1773,"""good""",I have been working at Dell Technologies ,lots of opportunities for everyone,can get bogged down in politics,4.0,4.0,4.0,4.0,4.0
1774,"""Review""",I have been working at Dell Technologies full-time for more than 3 years,Flexible with time when personal matters arise.,Some of the managers have their favorites and do not treat all of their team the same. Some also are not very truthful about the company's policy on what can or cannot be done.,4.0,5.0,3.0,2.0,2.0
1775,"""Good Company""",I worked at Dell Technologies full-time for more than 3 years,You will have the ability to learn a lot regarding cloud computing,Better training once on the floor,4.0,4.0,4.0,4.0,3.0
1776,"""Account Executive""",I worked at Dell Technologies full-time,Great company run like a small business. Promotes from within.,Changes on the fly.,3.0,4.0,4.0,3.0,3.0
1777,"""Dell Job""",I have been working at Dell Technologies full-time,"Good social interactions, better work life balance.","Poor infrastructure, sometimes politically charged.",4.0,4.0,4.0,4.0,4.0
1778,"""Dell Job""",I have been working at Dell Technologies full-time,"Good social interactions, better work life balance.","Poor infrastructure, sometimes politically charged.",4.0,4.0,4.0,4.0,4.0
1779,"""One of the best working environment & talented people""",I have been working at Dell Technologies ,"# Flexible Working environment
# Good Benefits
# Work-Life Balance
# Good vacation and employee friendly policies
# Unlimited work from home
# Good opportunities",# Less salary compared to big software companies,5.0,5.0,4.0,3.0,3.0
1780,"""Sales rep""",I worked at Dell Technologies full-time,great co-workers. company moving in positive direction. employees have room for growth.  easy to compete within United States market. company is increasing share in pc market,the current state of the pc market is very competitive.  difficult to achieve sales quotas. strict work schedule . poor leadership.,4.0,4.0,3.0,3.0,3.0
1781,"""Lots of Changes""",I have been working at Dell Technologies full-time for more than 10 years,"- Opportunities to work with lots of modern tool sets.
- Hopkinton offices provide access to a lot of amenities (gyms, swimming pool, basketball courts, shuttles between buildings, on-site service vendor visits (mobile carriers, dry cleaning, insurance providers, etc)","- currently a lot of instability while the merger still shakes out
- benefits packages slimming down",4.0,3.0,3.0,3.0,3.0
1782,"""Senior Consultant""",I have been working at Dell Technologies full-time for more than 5 years,Pay and Benefits are good,Poor leadership has meant significant rifts since the EMC acquisition.,2.0,1.0,3.0,4.0,1.0
1783,"""Senior escalation engineer""",I worked at Dell Technologies full-time for more than 3 years,Good health plan. OK holidays. Nice layoff package for senior employees.,Some managers can be very competitive.,4.0,4.0,5.0,4.0,4.0
1784,"""Learning, growth, money""",I have been working at Dell Technologies full-time for more than 10 years,"Learning, growth, money Dell has all of it. There are lots of opportunities to move across departments and learn new skills","None for now, the company is huge hence comes with its own challenges of working across departments but therein lies the opportunity too",5.0,5.0,5.0,5.0,5.0
1785,"""Former Employee""",I worked at Dell Technologies  for less than a year,"Great benefits, Loved the atmoshphere","random layoffs, not sure of what your job will be in the next quarter",4.0,4.0,5.0,4.0,4.0
1786,"""Human Resources""",I have been working at Dell Technologies full-time for more than 8 years,"work life balance, flexibility for working parents is unmatched in this area,  always learning something new.","Deadlines can sometimes be unrealistic, making for long days/nights.",5.0,5.0,4.0,4.0,4.0
1787,"""Working at EMC""",I worked at Dell Technologies full-time for more than 10 years,EMC is always mindful of employee's rights and takes steps to make sure company honors rights and perks.,EMC is a large company and any momentum change moves very slowly.,3.0,3.0,3.0,3.0,3.0
1788,"""Senior HR Business Partner""",I have been working at Dell Technologies full-time for more than 10 years,"Phenomenal people, cutting edge HR work and highly flexible environment",None that I can think of at this time. Fabulous company!,5.0,5.0,4.0,4.0,5.0
1789,"""Lab Tech Review""",I have been working at Dell Technologies full-time for more than 3 years,Easy and enjoyable company to work at. They are understand when things happen in your life and will not hold it against you.,No upwards mobility for your career path. If you switch roles you often keep your old job roles also.,5.0,3.0,2.0,3.0,3.0
1790,"""Systems Engineer""",I have been working at Dell Technologies full-time for more than 3 years,"Flexibility, Teamwork, Training, Remote Opportunities",Pay could be better (capped).,5.0,4.0,4.0,4.0,4.0
1791,"""too much bureaucratic""",I have been working at Dell Technologies full-time for more than 3 years,Great 401k - vested right away,"Too much of a process.  a lot of ""dead meat""",3.0,3.0,2.0,4.0,1.0
1792,"""Service Account Manager""",I worked at Dell Technologies full-time for more than 5 years,"If you are one of those people who is concerned only with making descent money, has no life, and no desire to have any kind of personal life - than this is the job for you! 
If you're fond of S1 pages all day/night long and you don't require more than 2-4 hours of sleep a day (or every few days sometimes), then this job is for you!
If you're a workaholic insomniac with no family, friends or life and you enjoy high stress and regular management intimidation  - this is your job baby! 
Lets sign you up!","There is Absolutely no work life balance for their SAM's.  None!
It's a sweat shop that will consume every minute you allow them.
You had better be prepared to prioritize the job over every aspect of your life, because that's what it will take. 
Its also doubtful that hard work and dedication will take you far within the company - better learn to play the politics or you wont last a year.",1.0,1.0,2.0,4.0,1.0
1793,"""Dell""",I have been working at Dell Technologies full-time,"Great enviorment, ability to move up quickly with ambition. Good pay.",lack of communication and slow to change,4.0,5.0,5.0,4.0,4.0
1794,"""Help Desk Specialist""",I have been working at Dell Technologies full-time,"Very honest management. Great way of gaining tons of experience from no experience at all. Communication skills, multi-tasking  and IT in general",Big learning curve especially for people who never work as a Help Desk before. It is not impossible to pick up.,4.0,4.0,5.0,3.0,5.0
1795,"""Software support being outsourced""",I worked at Dell Technologies full-time,"Instant name recognition
Don't have to explain who you work for","Employee discounts stink - better off buying at Costco or Best Buy
Software group spun off to investors - all support now done overseas",2.0,3.0,1.0,3.0,1.0
1796,"""Dell EMC - CPSD""",I have been working at Dell Technologies full-time for more than 5 years,Plenty of diversity and room to explore career options.,No standard clearly outlined set career path based on roles/responsibilities.,4.0,5.0,4.0,3.0,4.0
1797,"""Started in @ VCE then EMC and now Dell EMC""",I have been working at Dell Technologies full-time for more than 8 years,"Great Salary, Flexible Working Environment, No Issues with Co-Workers  and Over All Stability of Large Company which is a great Benefit","Big Company, Usual Issues with Big Comapnies.  Messaging and Vision gets Lost wtih Size.  Clarity can be a Difficult Thing",5.0,3.0,2.0,5.0,3.0
1798,"""Dell emc merge""",I have been working at Dell Technologies full-time for more than a year,Good amount of vacation time,"No work home balance
Management very micromanaging 
Not fair to all employees you are always treated like you are not gonna do the right thing 
They don't care about their employees",1.0,1.0,3.0,2.0,1.0
1799,"""Just not for me!""",I worked at Dell Technologies full-time for more than 3 years,Flexible on hours worked and where,"My experiences varied with people, some were the best I've worked with but then others I really struggled with.  Bureaucracy was always a struggle.  Working in 150k person company also made it really hard to see the value of work in the bigger picture.",5.0,3.0,2.0,3.0,1.0
1800,"""Great Experience, and Paid Certs""",I have been working at Dell Technologies full-time for less than a year,"Work Life.
Overtime.
Company Culture.
Paid Certifications.
Work at home.
Fast Paced Environment, time goes by fast. 
Valuable learning and experiences for future growth or careers.","Typical Call Center Environment, don’t let them tell you different. 
Incoming calls are the only calls cared about. 
Huge company - so much miscommunication and so many people who have no idea whats going on.
Very little support and resources for new employees. 
Little time to think or research issues during the day.",5.0,3.0,3.0,3.0,1.0
1801,"""quick review""",I have been working at Dell Technologies full-time,"Great team, definite challenges, communication",Not there long enough to make the best con,,,,,
1802,"""Align with the current market""",I have been working at Dell Technologies full-time for more than 5 years,Amazing sharp team internally!,The acquisition of EMC has been challenging.,3.0,3.0,3.0,5.0,3.0
1803,"""Large Micromanaged Company""",I have been working at Dell Technologies full-time for more than a year,"Dell has great benefits that begin from day one. They have product events regularly with free food, t-shirts, and giveaways.","This company is way too large to be micromanaged on the scale that it is. Presidents, Executive VPs, VPs, and Regional Sales Directors should not be so involved in the day-to-day of the lower level employees. Dell also makes it difficult for their customers to budget for their IT needs because they constantly change prices; sometimes week-to-week.",5.0,4.0,1.0,1.0,1.0
1804,"""Was better than OK at first but everything started doing down hill years of change""",I have been working at Dell Technologies full-time for more than 5 years,"I cant say much about the pros as I started hating the job due to many changes with the management and support teams being to district with the way it was being ran there own way. Perhaps the bonuses and gifts were probably the best things. In regards to gifts, they would give out like a $50 amazon gift card if you were performing well or something even better, or even time off from  the queue for as long as 2 hours and still get paid.","Required approval from team leads or management on EVERY part that was to be sent out for replacement on each clients computers. Had to go by a stupid form  to trouble shoot a problem that you already know how to trouble shoot, they literally had to see the form results pasted in the notes on each call that we got.
Team leads that were hired 6 months from the role I started, running the show there way, example would be that if you didn't go by the form that you were supposed to follow, they will put you in a one on one with them in a room and had to explain why we're not following that form. If it continues, you had to sit with the team leads and the manager and threaten you with verbal warnings.
Also we had to open a case for every call that we take, and take ownership of that case until fully resolving there issue. There were more than many instances where we needed to get off the inbound calls, and take outbound time to make those calls to the customers we owned, but we're denied because of the queue being so slammed, and then we would get in trouble by the management as to why we haven't been touching our cases EVERY DAY! Little did they realize they never gave us the time to do so, it was like slaving in there. 
Another thing is that they are always hiring, you would see a group of 20+ people every 2-3 months take a training class, after almost 2 month of training and start taking calls on the floor. Possibly about 65-80% of those people that was hired had left Dell within a time frame of 1-3 months after there training as it was just to complicated for them with the way this business is running.",2.0,4.0,5.0,2.0,1.0
1805,"""Product Marketing Director""",I have been working at Dell Technologies full-time for more than 3 years,"Fast pace,  team work, passion for winning, action oriented, Austin","Too many check and balances, slow approval process, too many cooks in every kitchen",5.0,4.0,3.0,3.0,4.0
1806,"""Perot to Dell to NTT Data""",I worked at Dell Technologies full-time,Was great when it was Perot Systems.  Enjoyed the changes when it became Dell.  Even more stable now with NTT Data,Miss the family atmosphere when it was Perot Systems.  Lots of atmosphere changes (some good some not so good) when acquired and sold twice in a short time period.,3.0,3.0,4.0,3.0,3.0
1807,"""Software Engineer""",I worked at Dell Technologies full-time,"Nice, smart and talented people","Lot of politics,  projects being pushed in all direction.",1.0,5.0,1.0,1.0,1.0
1808,"""Project Manager""",I have been working at Dell Technologies full-time,Best folks to work along with,Long hours requiring work life balance issues,1.0,4.0,3.0,3.0,3.0
1809,"""Chaotic""",I have been working at Dell Technologies full-time for more than 3 years,"Innovative, multidisciplinary company spanning from small environments to biggest projects. Good growths opportunities and good personal time management. A must have experience.",Lack of focus in marginal but high potential BUs. Lack of brand awareness in Enterprise market that probably will be filled with EMC acquisition.,3.0,3.0,3.0,3.0,3.0
1810,"""Great Place to Work""",I have been working at Dell Technologies full-time for more than 10 years,"Work-Life Balance and flexibility
Strong Management Team","Poor tools/systems
Too many manual work-arounds",5.0,4.0,3.0,4.0,4.0
1811,"""Inside account manager""",I have been working at Dell Technologies full-time for more than a year,Great benefits and awesome place to learn how to sell.,The compensation isn't what it should be.,4.0,4.0,5.0,3.0,4.0
1812,"""Great training and work-life balance""",I worked at Dell Technologies ,"Great training and compensation
Good worklife balance",Oftentimes too stuffy/traditional & difficult to get things done since there is a general lack of morale.,5.0,2.0,3.0,5.0,3.0
1813,"""Flexibility and Trust""",I have been working at Dell Technologies full-time for more than 8 years,"The company offers great flexibility and work life balance.    There are many opportunities to grow your career and movement within Dell is encouraged.  A diverse group of smart, talented individuals work here.   Giving back and community service are encouraged and recognized.","Corporate politics and cumbersome performance review process.  The company is going through some growing pains with the recent merger with EMC, tools and processes were different for each company and a lot of them are still different which is frustrating when an employee cannot access the information he/she needs.",4.0,4.0,5.0,3.0,4.0
1814,"""Software Dev. Analyst""",I have been working at Dell Technologies full-time,Work Environment is amazing at DELL,Pay scale  was medium when compared to other top companies,,,,,
1815,"""Great benefits""",I worked at Dell Technologies full-time for more than 10 years,Being such a large company means the resources available are great.,A lot of red tape and difficult to make changes.,4.0,4.0,4.0,4.0,5.0
1816,"""Business Analyst""",I have been working at Dell Technologies full-time for more than 5 years,"benefits, work from home, education","Benefits decreasing, lower than industry pay, uncertainty, layoffs.",3.0,3.0,3.0,4.0,3.0
1817,"""Great company, supportive team, they let you work from home""",I worked at Dell Technologies full-time for more than a year,I liked working there. people were nice and very supportive. I learned a lot,"Big company, it is hard to get promoted",5.0,3.0,4.0,5.0,4.0
1818,"""Great company, supportive team, they let you work from home""",I worked at Dell Technologies full-time for more than a year,I liked working there. people were nice and very supportive. I learned a lot,"Big company, it is hard to get promoted",5.0,3.0,4.0,5.0,4.0
1819,"""Technical Support Engineer I""",I worked at Dell Technologies full-time for more than a year,"Good atmosphere, fast paced, a lot to learn with plenty of training available.","Fast paced, a lot to learn with and lots of Computer Based Training that can be dull.",4.0,4.0,4.0,4.0,3.0
1820,"""Material Handler""",I have been working at Dell Technologies full-time for more than 3 years,People are real friendly there is always something to do makes the day go by fast. The workload is manageable and I get my hours,Pay could be more sometimes we have mandatory overtime with little notice. Feel like a lot of jobs are being sent over sea,3.0,3.0,3.0,3.0,3.0
1821,"""GREAT people to work with.  Excellent Technical Team!""",I worked at Dell Technologies full-time for less than a year,"Really enjoyed all peers and colleagues and management.  In Austin Texas there are so many people that get married to one another, it is very family oriented and GREAT people to work with.",VERY difficult getting remote workers to come into your territory as needed.  My Sales Engineer lived in another state and it was like pulling teeth to get him to a meeting in the Washington DC area or Phili Area.  You'd have to answer a long list of qualifying questions he had for you prior to his gracing you with his presence to do his job.  Ultimately could not deal with it.  Manager was incredible but not a lot of guidance at all.,4.0,4.0,2.0,4.0,5.0
1822,"""Innovative Technology Solutions Offerings""",I worked at Dell Technologies full-time for more than 3 years,"- Constant Learning and Development
- Strategic Clients
- New offerings to introduce to the end client","- Few opportunities for advancement
- Leadership gap due to the key professional services leaders leaving",4.0,2.0,3.0,4.0,3.0
1823,"""Customer Advocate Manager""",I worked at Dell Technologies full-time,Leading edge technologies and solutions,Diversity of management is questionable.,,,,,
1824,"""Dell Services Culture and Benefits Review""",I worked at Dell Technologies full-time for more than 3 years,"Retirement: immediately vested.
Time-off: PTO recently increased from 10 to 20 days; 5 days Christmas paid holiday. However time-off is altered for Services division. Ability to work remotely.","Work/life balance for Services employees are horrible. Culture is to let customers take advantage and accounts are often in disarray.
Salary is not competitive, bonuses are fairly non-existent and it is difficult to get promoted/grow career. *Services division transitioned to NTT Data end of 2016.*",2.0,2.0,2.0,3.0,2.0
1825,"""Company has a lot of perks and is felixble""",I worked at Dell Technologies ,"-Great teams surround you.
-Have the ability to work on awesome initiatives.
-Extremely flexible",-Growth opportunities after the director level are scarce,5.0,4.0,3.0,5.0,4.0
1826,"""IPS""",I worked at Dell Technologies full-time for more than 8 years,"Great place to work, great managers","Layoff anytime regardless you duties, if you are well connected to your managers you will survive, if you only perform your job you will be out soon.",3.0,2.0,2.0,3.0,2.0
1827,"""Sales""",I worked at Dell Technologies full-time,Great place to work,"to many processes, to big",,,,,
1828,"""Great Place to work but easy to get lost in the crowd""",I have been working at Dell Technologies full-time for more than 5 years,Great resources and job aids.  Coming from the EMC side of the house its nice to see customer first mentality is staying with us.,Mega corporation where you are just another cog in the massive wheel.,2.0,4.0,4.0,4.0,4.0
1829,"""Great place to work for""",I have been working at Dell Technologies full-time,Great life/work balance.  Also good benefits.,Its common to get assigned more tasks than you can handle.,5.0,4.0,4.0,4.0,4.0
1830,"""Going downhill fast!!!!""",I worked at Dell Technologies full-time for more than 10 years,The benefits we had an EMC were amazing. The medical/dental plans that were offered were spectacular compared to what else is out there. The vacation time was also comparable too.,When we were acquired by Dell everything went downhill. There was no communication from the Dell side. We were not included in any decisions or communication. Everything we got was filtered through other people. We were trying to integrate the two systems (I worked in HR) and they would send out the wrong link to employees and we on the EMC HR side would have to deal with all of the question. They would never send out a follow up email stating the correct link. And we were not allowed to send anything out to clarify.,4.0,3.0,1.0,3.0,1.0
1831,"""Change or Die!""",I have been working at Dell Technologies full-time,"large company, huge footprint now, tons of customers and partners, innovative technology","So far Change = Take something away every month. Every kind of perk or benefit or feature that isn't bolted down is being eliminated. Dell also loved them some H1b's (despite there being plenty of talent and skillset here stateside) so to adapt to the current administration in Washington there is a huge push to move everything and anything to COE (India) so it's definitely not a pro-american worker environment. Finally there are now what seems like thousands of VP's and each one is in charge of what seems like one thing. We get emails from every single one of them every single day for their particular responsibility (ex. laptops, training, expenses, benefits, sales, marketing, mobile, etc).",5.0,3.0,3.0,3.0,3.0
1832,"""Resolution Expert""",I worked at Dell Technologies full-time for less than a year,"Comfortable and friendly work environment.
Had a great experience through the training process, with a lot to learn.
Worked with a extremely supportive team and manager. Regular meetings made it really helpful as to understand what the team needed to help perform better and improve each day under the constant guidance of the manager.",Job Growth is very slow.,,,,,
1833,"""Executive Assistant""",I have been working at Dell Technologies full-time for less than a year,I enjoy working with my co-workers.,"I just received my anniversary recognition bonus of $25.00 to be donated to one of the several charities Dell has pre selected for me to choose from. That is right no bonus, no raise just $25.00 dollars to be donated on my behalf.",1.0,1.0,1.0,1.0,1.0
1834,"""Network Optimization""",I have been working at Dell Technologies full-time for more than a year,Collaborative work environment with experienced employees provides opportunities to solve new complex projects,With any big company can be difficult to navigate to the best person to talk to regarding a project.,5.0,5.0,5.0,5.0,5.0
1835,"""VCE""",I have been working at Dell Technologies full-time for more than 3 years,Great Company to work for,Everything resembling VCE is gone now,5.0,5.0,5.0,5.0,5.0
1836,"""Good People, interesting work""",I have been working at Dell Technologies full-time for more than 8 years,"everyone I work with works hard to do a good job, looking ahead to anticipate potential problems and what actons tot ake to resolve them.  There is also a strong bias towards respecting a persons personal needs and time - I've never heard of someone being asked to call in from their vacation to handle something (except in sales - their schedules get yanked around all the time)","Dell is now a very large company, and they have good people at all levels of the org - if you're looking for rapid advancement, look somewhere else.",5.0,5.0,4.0,5.0,5.0
1837,"""Ever since the company went Private""",I worked at Dell Technologies ,It's a Paycheck but constant change.,"Ever since the company went Private, there is no stock or equity sharing.   Huge disappointment compared to other major companies.",1.0,1.0,,1.0,2.0
1838,"""Challenging and always new""",I worked at Dell Technologies full-time,Challenging. Fair. Mature. Always looking for the best.,Very large and easy to get lost.,5.0,5.0,5.0,5.0,5.0
1839,"""Senior Principal consultant""",I have been working at Dell Technologies full-time for more than 3 years,"Good appraisal review system and well defined process, open policies, Good health coverage",Repeatedly offloading projects across globe,5.0,5.0,4.0,4.0,4.0
1840,"""Material Planner""",I have been working at Dell Technologies full-time for more than 3 years,Hard working and exciting culture,No SAP or Oracle Systems,5.0,5.0,5.0,5.0,5.0
1841,"""No Advancement""",I worked at Dell Technologies full-time for more than 5 years,Good Benifits and flexible working hours and locations.,"Management doesn't give direction, make decisions, hold staff meetings regularly, or help team in career advancement.  They hire their friends instead of moving folks up that have been doing good work for years.",3.0,1.0,1.0,3.0,1.0
1842,"""Very good company""",I have been working at Dell Technologies ,Always opportunities for new projects or assignments,Slow to no career progression,5.0,4.0,2.0,2.0,4.0
1843,"""Inside Sales""",I worked at Dell Technologies full-time for more than a year,"Commission, coffee, lots of resources you can look to for help","Big business, employees aren't first priority and looked at as expendable",2.0,3.0,3.0,4.0,2.0
1844,"""It has its ups and downs""",I have been working at Dell Technologies full-time,Dell has gotten a lot better over the last few years with recognizing work/life balance and remote positions for their employees.,It is still a stressful place to work-much of it relating to its sheer size and inability to get things done in a timely manner.,4.0,3.0,2.0,5.0,4.0
1845,"""Miss EMC""",I have been working at Dell Technologies full-time,Get the week of Christmas off without using paid time off,"Dell IT is chaotic so if you thrive on chaos and you're in IT, this is the place for you.  Dell IT Leadership seems to make hasty decisions.  Multiple rounds of lay-offs have led to low morale.  Some of the legacy EMC IT Leadership seems to care more about what Dell Leadership thinks and are forgetting to listen to and take care of their employees...the leadership was much better prior to the merger.  Too much emphasis on cost cutting in Dell, many of the IT jobs are being moved overseas.  Benefits have decreased post the merger, they were better at EMC.  Culture code is good in theory, behavior being exhibited by a lot of the IT Leadership is contrary to the culture code.",1.0,1.0,1.0,2.0,1.0
1846,"""Former employee""",I have been working at Dell Technologies full-time,"Good work life balance.
Pays good.",Low level of activity. Unstable.,4.0,4.0,3.0,3.0,4.0
1847,"""Good place to work""",I have been working at Dell Technologies full-time,"1. Michael Dell has a great vision for technology and how it can improve business
2. Dell has a wide range of products and solutions  
3. Reputable name with customers","1. Account sets change too much. Customers complain about this
2. Quotas don't align to customers' buying ability",3.0,3.0,5.0,4.0,4.0
1848,"""software engineer""",I worked at Dell Technologies full-time,"it provides very good benefits(health plan, dental,vision); i especially like the remote work policy; people are very friendly which may depend on which group you are in",the downsides are actually that changes happen more faster than you can expect.  Top-level decisions will affect you very directly.,4.0,4.0,3.0,5.0,3.0
1849,"""Loosing the track !!""",I have been working at Dell Technologies full-time for less than a year,Nice benefits. Great work culture. Focus on innovation. Diversity.,"More directors and managers. Very few core technical people. Hiring is completely based on the referrals and more and more relatives, friends with non technical people every where specially in Dell IT and edell area. Technical people are not getting treated good and getting paid less where as people who just fill the excel sheets with same information everyday getting higher salaries.  All the senior level directors are hiring a lot of contractors not to save money but they are getting their cut from vendors. Millions of dollars are just getting wasted in wrong implementations of projects. Nexus between the senior level management to appreciate  each others so that they are able to move from one group to another group. Wrong presentation and representation to the CEO level. Less work more politics. No accountability. Hundreds of emails for silly issues. If you write code you have no respect in Dell but if you are a person who can talk all non sense and create PPT's and excel sheets,  which after 3 months doesn't make sense you will be top shot.",4.0,3.0,3.0,3.0,1.0
1850,"""Legacy Tech Giant, trying to be like a nimble startup""",I worked at Dell Technologies full-time for more than 5 years,"A legacy, technology giant company, but tries to behave like a nimble startup, managed privately. A decision is being made relatively quickly, and executives are casual/open to new ideas etc. They are ""trying"" to be like a start up with open layout and a fast pace development cycle, but the size is restricting its innovation",Dell thrives by cost cutting - which means lack of job security,4.0,3.0,3.0,3.0,4.0
1851,"""ISR 2""",I worked at Dell Technologies full-time,Great benefits and decent salary.,Unstable work environment. Always wondering if they're going to lay off huge groups,1.0,2.0,3.0,3.0,3.0
1852,"""OK to work for""",I have been working at Dell Technologies full-time,Sound strategy in acquiring EMC,Bad Work life balance and compensation,2.0,3.0,3.0,2.0,3.0
1853,"""Business Analyst review""",I worked at Dell Technologies full-time,Great work life balance and flexibility,no new learning / growth areas,,,,,
1854,"""Cyber Security Analyst""",I have been working at Dell Technologies full-time,"Good work environment, good managers","workload, expected to work overtime",4.0,5.0,4.0,3.0,4.0
1855,"""Great Workplace""",I have been working at Dell Technologies full-time for more than a year,IT teams are very well educated on technology,Tough to convince leadership for changes,5.0,4.0,4.0,4.0,3.0
1856,"""Worked for Dell Services""",I worked at Dell Technologies full-time for less than a year,Family work balance was good for the most part.  And pay was good.,Management was terrible and the merge with NTT Data was a bad experience.,4.0,2.0,4.0,4.0,1.0
1857,"""All around decent place to work""",I worked at Dell Technologies full-time for more than 3 years,Friendly work environment and flexible working hours,"Management is hit or miss. Some will go above and beyond to help you be the best you can be, while others will prefer not to micromanage and care only about results.",,,,,
1858,"""System Developement Engineer""",I worked at Dell Technologies full-time for more than 5 years,"Many projects, never boring, and challenging.",Organization very Disorganized  and Chaotic.,3.0,1.0,2.0,3.0,1.0
1859,"""Good company with good vision""",I worked at Dell Technologies ,"- Theyre looking into the future by working on some growing technologies like cloud management
- Big environments where one can learn a lot.",- The schedule can be as long as 10 hours in some parts of the world.,3.0,5.0,5.0,5.0,3.0
1860,"""Consulting Manager""",I have been working at Dell Technologies full-time,Good working environment and culture! Great Benefits,More product centric vs customer centric,,,,,
1861,"""Aweful Place to work""",I have been working at Dell Technologies full-time for more than 8 years,"Flexibility
not really sure what is left after dell bought us.","- ACR increase after dell purchased us 2.55% (worst its every been when EMC was separate)
- Company cut long term bonus plan by 50% for all employees
- Dell only cares about paying his purchase price off
- after Dell purchase, trying to promote or even take your team to lunch is a Hell NO",1.0,1.0,2.0,1.0,1.0
1862,"""IT Support Technician II""",I worked at Dell Technologies ,Flexible hours and friendly work environment,The compensation is below average with high expectations,,,,,
1863,"""Good work-life balance""",I have been working at Dell Technologies full-time,Dell is a good place for work like balance,There is too much middle management,,,,,
1864,"""SME""",I worked at Dell Technologies full-time,Sounds Management. Good Team work,only 2 weeks vacation.  More divisions,4.0,4.0,5.0,5.0,3.0
1865,"""Software Engineer""",I worked at Dell Technologies full-time,work life balance is good,organization change due to the merge,4.0,3.0,3.0,3.0,3.0
1866,"""Dell | EMC""",I worked at Dell Technologies full-time,"A good place to work, good benefits.","None, it was a good experience.",4.0,5.0,5.0,5.0,4.0
1867,"""Former EMC Employee""",I have been working at Dell Technologies full-time for more than 5 years,It seems ok. We'll have to wait and see in a year or so.  Currently its a rather large mess.,"Sales culture of Dell is much different than that from EMC.  Dell is the low cost leader, EMC was not.",3.0,3.0,4.0,4.0,3.0
1868,"""Positive Outlook!!!""",I have been working at Dell Technologies full-time for more than a year,A great place to work!! Love the technology and teamwork.,Employment Instability stays constantly behind the mind which prevents exploring new roles.,5.0,4.0,3.0,4.0,3.0
1869,"""Great Company""",I worked at Dell Technologies full-time for more than 5 years,"Dell is an excellent company to work for, very flexible, family oriented. The managers care about their employees and want them to succeed.","fast changes. It seems that there is a re-organization every year! I worked at Dell for 5 years and had 6 different bosses and worked in 5 organizations, my duties didn't change much but it was hard never knowing what was going to be up next year.",4.0,4.0,4.0,3.0,4.0
