,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
278,"""The last three years were demotivating""",I worked at Lenovo  for more than 10 years,"Good benefits
Flexible hours
Competitive compensation
Decent work-life balance
Talented, skilled co-workers making every effort to achieve company objectives
Community involvement","Questionable business direction over the past three years
Compensation impacts due to unprofitable business objectives over the past three years
Less transparency that fostered concerns and degraded trust in Bonus compensation methodology",5.0,4.0,4.0,4.0,3.0
279,"""Administrative Assistant""",I worked at Lenovo full-time,"Laid back work environment, okay salary, flexible work hours.","Management throughout the admin center is very poor. The managers are never even around to see what the admin's are doing or the hard work that they are putting into their job. I had 17 directors that I was supporting. The only thing that my manager cared about was the feedback that she was receiving from 2 of the directors. I felt very discriminated against because of how I looked and what I wore. I would dress business professional every day, and I felt as if I were looked down upon because of this. They didn't take me seriously. My manager also said several things to me that made me feel like I wasn't intelligent enough to be successful within this position. It's almost like she wanted to knock down my self-esteem. They pick favorites and it is very much so like high school. Stay away from this position and the admin center at Lenovo. If you do not fit in, you will be looked down upon.",3.0,3.0,3.0,3.0,1.0
280,"""Lenovo""",I worked at Lenovo full-time for more than a year,Global comprehensive IT solution provider,Slow ramp on acquisition of IBM System x,5.0,4.0,5.0,5.0,3.0
281,"""Operations manager""",I have been working at Lenovo ,"international environment, flexible work hours","low salary, low bonus, older generations",,,,,
282,"""Old School Management Style Conflicts with new direction Lenovo wants to go""",I have been working at Lenovo full-time,"Great benefits, good work/life balance, relaxed environment","Disconnected management, lack of planning for tasks expected to complete",4.0,4.0,3.0,5.0,1.0
283,"""Come whenever you like, don't allow anyone else in,  live happily everafter""",I have been working at Lenovo full-time,Lenovo is living on the laurels of IBM's and Moto's technology.  Nice work environment where everyone feels (so) homely and they can come in and go anytime.,"Do not see the momentum for growth. Some middle managers are focused about their career advancement at the cost of the company. These managers invent stuff on applicants to screen them out and keeps jobs opened forever.  Otherwise, they exercise prejudice on applicant on various grounds, say how long they been looking etc.",5.0,1.0,1.0,1.0,1.0
284,"""Lenovo Review""",I have been working at Lenovo full-time for more than 5 years,Great benefits and solid base pay,Bonus is not tied to individual performance,2.0,4.0,4.0,5.0,3.0
285,"""Fun place to work""",I have been working at Lenovo full-time,"Great people.  They are very smart and easy to work with
Great management.  Very competent and transparent
Great facilities.  A very nice place to work, with cafe and lots of lab space","a bit chaotic
is there a process?",4.0,5.0,4.0,5.0,4.0
286,"""Good company""",I have been working at Lenovo full-time for more than a year,Fairly normal corporate job. Pretty aggressive on bringing in younger people then weeding out the ones who dont work well with others.,Can be hard to move ahead within career path.,4.0,3.0,3.0,4.0,3.0
287,"""OK""",I worked at Lenovo full-time,This company is tying hard to get business growth with new  opportunities. They may willing to spend money if they see needs.,"unfortunately,  previous success and motivation have not translated into new endorsers. Company bet on    wrong things due to lack of vision.",,,,,
288,"""Senior Sales Leader""",I worked at Lenovo full-time for more than 3 years,"Great products, innovative processes and collective goal to achieve leadership market share position. Smart and dedicated people working together to win.",The time it takes to make a decision and implement new plans and programs across a geography. Internal review process and reports necessary to understand the root cause and effect of new programs.,3.0,5.0,5.0,5.0,5.0
289,"""Product Marketing Manager""",I have been working at Lenovo full-time for more than a year,- High Quality Work,"- Boring Culture 
- Volatility
- No clear route to progress",1.0,1.0,1.0,4.0,1.0
290,"""Unpredictable, volatile and cares only about their bottom $""",I worked at Lenovo full-time for more than 10 years,"The employees are awesome, and sacrifice so much of their life. There is so much knowledge in this place, and they back each other.","Long hours, including late nights . Benefits aren't competitive, everyone travels coach for international flights. Fearful work environment. High layoff rate.",1.0,1.0,3.0,2.0,1.0
291,"""Account Executive""",I have been working at Lenovo full-time,"fast moving, positive outlook, management","changing strategy,  changing leadership in NA causing uncertaintity",4.0,4.0,4.0,3.0,4.0
292,"""Great Company""",I have been working at Lenovo full-time for more than a year,"Benefits are great, employees are wonderful (younger environment), Work hard Play Hard is something that is lived by here. Work life balance is NOT an issue",Desk job unless you become hybrid---takes a while to get to other roles outside of sales,5.0,5.0,3.0,5.0,4.0
293,"""Data Center Group""",I have been working at Lenovo full-time for more than a year,Data Center has become it's own business organization and is getting attention it deserves. No longer have to fight for attention from PC organization.  Strong leadership in place with history in Data Center and encouraging strategy for making Lenovo a top DC player.,Lenovo is still PC focused and organized.  Data Center Group attention is building and company needs to fight uphill to become a major player.,4.0,4.0,4.0,5.0,4.0
294,"""Great experiences, but don't expect stability or work-life balance""",I worked at Lenovo full-time for more than 10 years,Great place to grow quickly if you are confident and effective at working independently. Very collaborative and minimal politics below the executive ranks.  Great global group of talented people.,"Company runs ridiculously lean, systematically under investing in every function.  It has big ambitions but does not commit resources or make trade offs necessary to fully achieve the vision. People regularly face gaps between management expectations and what is realistically achievable with resources invested. 

To survive and succeed, people must continually work long hours and skillfully triage their work. With almost no backup or redundancy,  PTO can often be disrupted.   Very high stress working to keep up in an understaffed organization.  

Continuous reorganization is a way of life so difficult to find stability in processes, key interfaces or performance expectations.",1.0,1.0,3.0,3.0,2.0
295,"""Dont do it""",I have been working at Lenovo  for less than a year,EASY JOB. pay is only 11$ people are cool that's about it and you get vacation time,NO ORGANIZATION. NO WAY TO MOVE UP,1.0,1.0,1.0,1.0,1.0
296,"""Project Manager""",I worked at Lenovo full-time,good company to work for,overall good company to work for,4.0,2.0,3.0,3.0,2.0
297,"""Fair Trade Job""",I have been working at Lenovo full-time,new experience and opens alot of doors to other career paths,Pay Wages are not all that good,3.0,3.0,3.0,3.0,3.0
298,"""Decent company with potential""",I worked at Lenovo full-time for more than a year,"energetic corporate leadership, vision, excellent separation package if it comes to that","low margin products, penny wise/pound foolish in execution",4.0,3.0,3.0,4.0,3.0
299,"""Technical support agent""",I have been working at Lenovo full-time,Lots of Experience to gain from it,"Basic call center work, boring and stressful",1.0,1.0,1.0,1.0,2.0
300,"""Senior Project Manager""",I worked at Lenovo full-time for more than 5 years,The passion of the people and their willingness to get projects done,Top down management could lead to chaos due to last minute changes on projects,3.0,3.0,5.0,5.0,4.0
301,"""Nice""",I worked at Lenovo ,Everyone is positive and open mind,sometimes need to work for extra time,,,,,
302,"""Great experience""",I worked at Lenovo full-time for more than 5 years,"If you truly excel at your job and have the right manager, the year end bonus is fantastic. They are huge on employee health so if you're a gym-nut this is the place to work. They have a state of the art facility, trainers and programs.",No work/life balance plan on taking your laptop home for a 6-7 day work week. Many processes need to be revamped but communication across teams and departments is severely lacking.,2.0,3.0,3.0,4.0,2.0
303,"""Moderate level of salary and benefit""",I have been working at Lenovo full-time for more than 5 years,Medical insurance is good. Salary level is ok. But no match salary (to local market level) policy when employees are relocated.,"No match salary (to local market level) policy when employees are relocated.
Bonus is low. Nearly no salary increase.",2.0,3.0,3.0,3.0,2.0
304,"""Very busy to very slow""",I have been working at Lenovo full-time for more than a year,Flexible hours and working from home.,"Lots of layoffs, sometimes no direction.",5.0,3.0,2.0,4.0,3.0
305,"""Great internship. One of the reason I received an amazing job after school.""",I worked at Lenovo ,Pay. Living. The extensive knowledge gained. And management was just amazing to work for. I couldn't have wished for better.,Really the only thing I can even thing to complain about it the training for intern. There really isn't any.,4.0,3.0,4.0,4.0,5.0
306,"""Worked with wonderful team""",I have been working at Lenovo full-time for more than a year,Great experience working with marketing team,Enjoyed working with Lenovo because of the great team.,,,5.0,,
307,"""Retail Group""",I worked at Lenovo full-time for less than a year,Great culture at the management team at that time. Just great to work at.,"Things change.  Market went down, leadership changed.",3.0,4.0,2.0,4.0,2.0
308,"""Solution Arch""",I worked at Lenovo  for more than 5 years,"1, Processes; 2, Cooperation; 3, Culture;",Can't insist high quality,4.0,3.0,4.0,4.0,3.0
309,"""Inside Sales""",I have been working at Lenovo full-time,Consistent coaching and good feedback,some of the processes are antequated,,,,,
310,"""Lenovo base in San Jose""",I have been working at Lenovo full-time for more than 3 years,- Their benefits have improved,- Old ways can be hard to break,4.0,4.0,3.0,4.0,4.0
311,"""I love the Lenovo brand""",I have been working at Lenovo full-time for more than 3 years,"#1 in PC's, Best R&D",Four different managers in first year,4.0,5.0,3.0,5.0,3.0
312,"""Director, Operations""",I have been working at Lenovo full-time for more than 10 years,"Total Compensation
Lenovo has urgency and takes action
Empowerment","Limited growth
Constant resource actions
Senior management team has become weaker",2.0,3.0,2.0,5.0,2.0
313,"""Lenovo pre sales engineer position""",I worked at Lenovo full-time for more than a year,Lenovo treats employees well and does a good job of providing information to employees,Too focused on hardware as opposed to solutions,4.0,4.0,4.0,4.0,3.0
314,"""DCG""",I worked at Lenovo full-time,"Decent pay structure, good co-workers","Sweatshop. 
Mgt laughs at work/life balance: ""If you don't want to work 15 hours a day, leave.""
Executive mgt focused solely on PC/mobile. Clueless about the data center.
Zero server innovation, still reliant on the innovation that was brought over from IBM.
Marketing $$$ solely focused on PC/mobile. Zero marketing budget for DCG.",1.0,1.0,1.0,2.0,1.0
315,"""Work-Life challenged, but good pay & perks""",I worked at Lenovo  for more than 3 years,"Excellent benefits, good people; leading edge hardware.","Many, many meetings; long work days; stack ranking.",2.0,3.0,4.0,5.0,4.0
316,"""Company""",I worked at Lenovo ,It is a great company to work for.,do not have any at this moment,,,,,
317,"""Good opportunities if you're willing to pay the price""",I have been working at Lenovo full-time for more than 3 years,Good opportunities to grow in the company; 'unlimited' vacations; bonus; flexible working hours,Work-life balance; Calls at night with China team; Frequent changes in the organization; (Sometimes) needed to work during vacations,2.0,3.0,5.0,4.0,4.0
318,"""FTSS""",I worked at Lenovo full-time,"Great work environment, great products",company too big to initiate changes quickly,4.0,4.0,4.0,4.0,4.0
319,"""Work life balance is not what it should be""",I worked at Lenovo full-time,Some good people work here,The culture is very old school,,,,,
320,"""Great Place""",I worked at Lenovo full-time for more than 3 years,"Good pay, great people, great products",Tool usage and processes slow to evolve,4.0,3.0,4.0,4.0,4.0
321,"""Sales""",I worked at Lenovo full-time for more than a year,Awesome place to work and super easy,Nonexistent this is a good place to go,5.0,5.0,5.0,5.0,5.0
322,"""Career Opportunties but you must work around the clock""",I worked at Lenovo full-time,"Flexibility, growth potential, friendly co-workers, global co-workers",Global hours are killer.  there is an expectation to work late hours and in most jobs you need to be on calls through late evenings.,2.0,2.0,4.0,,2.0
323,"""Operations manager""",I have been working at Lenovo full-time,The people are brilliant and willing to collaborate.,Work distribution is not equal,3.0,3.0,4.0,4.0,
324,"""Software Engineer Intern""",I worked at Lenovo ,Nice colleagues. Always encourage you to learn more and have self development.,To many meetings sometimes. The business time is not as flexible as other IT companies.,5.0,5.0,4.0,4.0,5.0
325,"""Good company just need to focus""",I worked at Lenovo full-time for more than a year,This is a good place to work they are open to change and work with their employees. Very bright and articulate people who love the work they do.,Upper management can be unfocused at times which can let the competition get ahead. This can also lead to many people working in different directions and cause a lot of effort and time to be wasted.,3.0,4.0,4.0,3.0,2.0
326,"""Marketing Manager""",I have been working at Lenovo full-time for more than a year,"I love the people I get to work with (not for, but with).","Little work/life balance (boss asks every time I go on vacation if it's a real vacation or if I'm still available), poor leadership (no one makes a decision or has a strategic plan to drive towards). Very lean company - be ready to work 24/7 (management only thinks you're working if your ""Lync"" light is green at all hours and on weekends).",1.0,2.0,2.0,2.0,1.0
327,"""Director, Web & Social Media Product Management""",I worked at Lenovo full-time for more than 10 years,"Fantastic people
Allow you to truly manage & be accountable for your organization
Entrepreneurial feel without small business pains
Transformation
Multi-cultural
Great bonus structure for all employees",Environment doesn't yield for good work life balance - that will be yours to manage.,2.0,4.0,4.0,5.0,4.0
328,"""Administration & Leadership Feedback""",I worked at Lenovo full-time for more than 5 years,"flexibility, that is the only pro to the job","zero opportunity for career growth, double standards and favoritism is shown, there is no Admin management support or advocacy, lack of proper on-boarding or continuing education; your integrity, dedication to the company means nothing and is quite evident",1.0,,,,
329,"""Great environment and great team""",I have been working at Lenovo ,"- Great people
- Great energy
- Smart people","- The wrong people can be put in higher positions
- Lots of red tape to deal with",4.0,4.0,3.0,3.0,4.0
330,"""Director""",I have been working at Lenovo full-time for more than 8 years,"Good place to work, good process on operation and save cost, leadership on traditional business model, global team and culture.","No clear long term strategy communicated, not prepared for new oppty esp. the quick growth mobile business, lost lots good oppty to win, too much time on internal communication esp. the cross function/team projects.",4.0,4.0,3.0,3.0,3.0
331,"""Manager""",I have been working at Lenovo ,Innovative company and excellent employees.,Work / life balance can be a challenge.,3.0,4.0,4.0,5.0,4.0
332,"""Current employee review""",I have been working at Lenovo full-time for more than a year,Challenging environment.  Multi culture environment.,Work hours can be long & start early in the morning & go to hours late at night.,4.0,3.0,4.0,4.0,3.0
333,"""Challenging""",I worked at Lenovo ,"Front line salespeople truly invested in driving success
Most management supports efforts of ALL salespeople","Some management out of touch with realities of the market they sell to
Goals and realities of market size and condition are out of alignment
Poor early planning leads to constant churn and race to the end of each quarter",2.0,3.0,3.0,4.0,2.0
334,"""Place to work if you do not have a family that you want to spend time with""",I worked at Lenovo ,Good people to work with,Long wok hours.  There is no work/life balance,1.0,2.0,3.0,3.0,3.0
335,"""User Researcher""",I worked at Lenovo full-time for more than 3 years,"Nice working place, diversified team, well benefit, provided opportunities for global user research studies, many professional research experts in the team",high executives didn't have clear direction for mobile market which made the company lose potential great opportunities,4.0,5.0,5.0,4.0,4.0
336,"""not too bad ,, could be better""",I have been working at Lenovo full-time for more than 5 years,some flexibility with work life blance,some politics but this is to be expected in a company this size,3.0,3.0,3.0,3.0,3.0
337,"""Motorola / Lenovo""",I have been working at Lenovo  for more than 10 years,"Great people to work with 
Engineering talent is some of the best in industry
Awesome work environment!","Motorola has missed the boat one too many times on predicting the next trend and has placed bets on the wrong trends leading to poor sales.

The company has lacked talented leaders at the top to make the company successful and still does.

If you need to fly to China, you are flying coach

The company has historically posted fake job openings in order to sponsor H-1B visas, drive wages down and RIF citizens.

Motorola is now owned by Lenovo.  A lot of engineering jobs have went to China",5.0,3.0,4.0,4.0,4.0
338,"""Channel Sales""",I worked at Lenovo full-time for more than a year,I enjoyed the people I worked with. The technology was decent overall on the client side.,"All decisions are made in Raleigh will limited field interaction.
Partnerships can only get you so far to grow your business.(nutanix, nimble etc)",4.0,3.0,2.0,3.0,3.0
339,"""Lenovo has potential but struggling within last year""",I have been working at Lenovo full-time,"Good compensation and benefits, flexible work/life  balance. Work 40 hours.",Too much management turnover in last year. Culture has struggled. Bonuses for first time in 5+ plus years weren't paid to certain business groups.,4.0,3.0,3.0,4.0,2.0
