,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
3178,"""Program Manager""",I have been working at Microsoft full-time for more than 10 years,"Great products with big impact. Advanced technology, smart people",perf review system sucks. Politics sucks. Reorg too often.,4.0,4.0,5.0,4.0,4.0
3179,"""Great Company! Last worked there in 2011.""",I worked at Microsoft full-time for more than 5 years,Challenging work and great learning Experience!,Work-Life balance can not be achieved.  It was great when I didn't have children but very difficult afterwards.,2.0,5.0,5.0,5.0,5.0
3180,"""Microsoft for Non-Techies""",I worked at Microsoft full-time for more than 3 years,"If you are a younger, male, traditional techie type--great place.  Making strides for other groups as well.  Good campus and leadership has a vision.",Very hierarchical and advances the myth of the IC as being as valuable as managers.  Simply not true.,4.0,3.0,3.0,5.0,4.0
3181,"""Consumer Product Advisor""",I worked at Microsoft part-time for more than a year,"Meeting tons of people, fun work environment, fun coworkers, they take great care of you","Hard area of growth, work full time hours but paid part time.",3.0,5.0,2.0,5.0,3.0
3182,"""Senior Operations Program Manager""",I worked at Microsoft full-time for more than 8 years,"Great work/life balance, great people.",No large presence in downtown Seattle. Political red tape can sometimes get in the way of business. Probably no different than any other large company.,5.0,5.0,5.0,4.0,4.0
3183,"""Stable job but not optimized for growth""",I have been working at Microsoft full-time for more than 10 years,"Stable job, some smart people, lots of variety in products to work on. Internal process to move is straightforward. People are ethical.",Not optimized for growth. Too much focus on visibility and not on impact. Behaviors are rewarded as much or more as results.,4.0,3.0,2.0,3.0,3.0
3184,"""Micromanage""",I worked at Microsoft full-time,Great company. Loved the environment.,Not the best management practices.,2.0,5.0,5.0,2.0,2.0
3185,"""I worked here""",I worked at Microsoft full-time,It was a good place to work,"It's Microsoft, so there's that",,,,,
3186,"""Program Manager""",I worked at Microsoft full-time for more than 8 years,"Great place to work for. We can move across various orgs if you want to work on a different technology and keep you challenged. Lots of opportunities to grow your career, training systems, and above all, surrounded by smart people that let you work smart.","Scrapping projects later in the product cycle, rather than earlier.",5.0,5.0,5.0,5.0,5.0
3187,"""You need to push others down to go up""",I worked at Microsoft full-time,Lots of good technical people to work with.,You need to push others down to go up.,4.0,3.0,3.0,3.0,2.0
3188,"""Good place to work for few years""",I have been working at Microsoft full-time for more than 3 years,"work-live balance
easy to find interesting projects
gives a lot of learning opportunities","current rating system enables nepotism
a lot of stuff still depends on ancient infrastructure/tooling
long term compensation",5.0,4.0,3.0,3.0,4.0
3189,"""Good Job""",I have been working at Microsoft part-time for more than a year,"-Great work environment 
- Great work life balance 
- Good benefits
- Fun place to work",Its hard to move up within the company because they like to hire outside of the company,5.0,5.0,3.0,5.0,4.0
3190,"""Awesome place to work""",I have been working at Microsoft full-time for more than 5 years,"Scale of impact, diverse businesses, challenging problems, high autonomy, supportive atmosphere for growth","Legacy code challenges, decision-making sometimes slow, lack of industry mindshare",5.0,5.0,4.0,5.0,4.0
3191,"""Good""",I have been working at Microsoft full-time,Yeah its fine I think,Entering a 5 word minimum,,,,,
3192,"""Great Organization""",I have been working at Microsoft full-time for more than a year,"Great company, work culture, people, benefits.",lot of work. stressful life.,3.0,5.0,4.0,4.0,4.0
3193,"""Poor management team""",I worked at Microsoft part-time for more than a year,"Flexible scheduling, fully stocked kitchen (snacks and drinks), nice pay, great benefits (if you're lucky enough to be hired on full-time)","strong workplace politics, they will push part-time schedules as close to full-time as they can (think 38 hour work weeks), lots of drama",5.0,4.0,3.0,5.0,1.0
3194,"""Meh""",I worked at Microsoft full-time for more than 8 years,"Smart people, some interesting projects, freedom to move around the company","Massive politics - it's no longer about the work, it's about how you're seen by others. Not to mention pleasing higher-ups who get the idea they need to check the ""social media"" box and start handing out ludicrous busywork just to check that box. Then the strategy changes. Microsoft: Never again.",2.0,1.0,3.0,2.0,1.0
3195,"""Microsoft""",I have been working at Microsoft full-time for more than 3 years,"- You get to work with some incredibly smart people
- Very challenging problems with allot of ambiguity
- Autonomy","- As a multi disciplinary designer I feel there is already a high expectation as far as your contributions, but the obsession with growth mindset and unicorns in unrealistic and not a sustainable practice when it comes to nurturing and supporting employees.",4.0,4.0,4.0,4.0,4.0
3196,"""Some teams are great others are not so great!""",I worked at Microsoft full-time for more than 3 years,"Great benefits at the time, good pay, flexible","HR is not there for you it is there for your manager, old review system was horrible",4.0,3.0,2.0,4.0,1.0
3197,"""know what you're getting into""",I worked at Microsoft full-time for more than a year,company is working on some cool things. strategy-wise they are well poised to succeed. deep pockets to throw lots of money at problems.,different parts of company not necessarily in sync. very political culture. its important to suck up to management to succeed. also don't forget to watch your back.,3.0,1.0,4.0,4.0,3.0
3198,"""Great company""",I worked at Microsoft ,Great high caliber talent and adaptive culture,Can become more agile and nimble,5.0,5.0,5.0,5.0,5.0
3199,"""Great company""",I have been working at Microsoft full-time,"Nice folks, have some extremely strong peers to learn from!",the development pace is too slow,5.0,4.0,4.0,3.0,3.0
3200,"""Microsoft review""",I have been working at Microsoft full-time for more than 5 years,Great company & great people,Intra-company competition for similar products,4.0,4.0,5.0,4.0,5.0
3201,"""Great Company, horrible middle mgmt""",I have been working at Microsoft  for more than 5 years,"- Mostly smart folks in the tech side, mostly hired newly graduate MBAs in the business side who don't contribute much other than create PPT and presentation all around.",- Stop hiring MBS fresh out of college or business team to make them create PPT 40hrs/week.,5.0,4.0,3.0,4.0,4.0
3202,"""For sales,  lacking leadersip at the district level in CO/UT.""",I have been working at Microsoft ,i love the company though! Microsoft as a company has a great strategy. I will be sorry to leave.,My specific role is difficult in that the Denver EPG culture is terrible.,1.0,5.0,3.0,5.0,5.0
3203,"""Microsoft during Balmer era""",I worked at Microsoft full-time for more than 5 years,"Microsoft has incredible smart and talented resource pool, one of the best in the world. Salary and the bonus structure, paternity leave, stock options are super attractive.  It also offers generous perquisites such as nanny service, relocation package and generous holidays","HR policy was strict enforcement of bell curve that created a back stabbing, zero sum, highly political work culture. In many cases the managers and the employees fell into the same bell curve and hence, managers wanted his own team members to fail and take all the credit so that during the review, the manager looked good",4.0,4.0,4.0,5.0,3.0
3204,"""it is ok""",I have been working at Microsoft full-time,good work life balance compared to other companies,compensation less than other companies,5.0,4.0,3.0,2.0,3.0
3205,"""Heading in the right direction""",I worked at Microsoft full-time for more than 3 years,"Good benefits, smart people, good work-life balance.",Still an engineering driven culture... but getting better.,4.0,4.0,4.0,4.0,3.0
3206,"""Run screaming away from any Services Job""",I have been working at Microsoft full-time for more than 5 years,"Pay is decent, lots of new tech to learn all the time?  Brand recognition.","Leadership is completely incompetent in services.  They are changing constantly, creating havoc, and appear completely deaf to the issues they create.  Their internal Poll system that measures happiness seems potentially fake, as the results continue to be way higher than the sentiment.  If you see Services in the job title or management chain, get far, far away.  Anand has ruined the organization and continues to drive it into the ground.

Benefits shrink almost every year, and things as simple as getting a new pc now takes 3 years.  They only follow, never lead, and love process and policy, I mean love it.  Whoever mentioned it's only a great place for lawyers is dead on.",1.0,2.0,5.0,3.0,1.0
3207,"""Nice but political""",I worked at Microsoft full-time for more than 8 years,"Very good work-life balance
Lots of benefits
Very well paid","Highly political
Most decissions are Microsoft based not market based
A lot of people have just forgotten what is a real job and basically work to keep their role",5.0,3.0,4.0,5.0,4.0
3208,"""Positive""",I worked at Microsoft  for more than a year,"Good ability to get things done. Strategic vision has been sharp, execution has been good. Steering a giant ship takes effort and skill.",It's big organization. Startups can often times move faster but won't have the resources of a giant like Microsoft. Any problem Microsoft tackles has to be a big one in order for it to move the needle.,,,,,
3209,"""Positive""",I worked at Microsoft  for more than a year,"Good ability to get things done. Strategic vision has been sharp, execution has been good. Steering a giant ship takes effort and skill.",It's big organization. Startups can often times move faster but won't have the resources of a giant like Microsoft. Any problem Microsoft tackles has to be a big one in order for it to move the needle.,,,,,
3210,"""Product Advisor""",I worked at Microsoft  for less than a year,"Benefits, Work life balance, fun environment, ability to work your own way.","Minimum 20 hours a week, hard working with school schedule.",5.0,5.0,5.0,5.0,5.0
3211,"""Channel Partner""",I worked at Microsoft full-time for more than 3 years,"Competitive salary and great benefits.
Paid parking and/or transportation.","Too many meetings and not enough time to complete job.
Reviews were (may have changed) completed based on your performance compared to your peers. So there is always an unhealthy competitive edge on the team.",4.0,3.0,3.0,4.0,3.0
3212,"""good for life, not for career""",I have been working at Microsoft full-time,"no pressure, good for life, flexible",not recommended for young people who wants to do something epic,5.0,4.0,1.0,3.0,2.0
3213,"""Good Company""",I have been working at Microsoft full-time,Lots of oportunities. Good Salaries. Good Place,None Not much I can talk about,3.0,3.0,5.0,3.0,3.0
3214,"""Brilliant coworkers, but too much office politics""",I worked at Microsoft ,"Good pay. Smart coworkers. Excellent benefits. Access to amazing technology. Microsoft Research does incredible things, some of which, sadly, are only seen by Microsoft employees",A fair amount of political infighting. A somewhat stupid/ridiculous performance review process (which matters since it affects compensation). You're part of a vast slow moving machine - not nimble,4.0,3.0,4.0,5.0,3.0
3215,"""Great so far!""",I have been working at Microsoft full-time for more than 3 years,Opportunity to develop and grow.,Demanding and competitive work environment,4.0,5.0,5.0,4.0,4.0
3216,"""Good opportunities""",I have been working at Microsoft full-time for more than 3 years,Great opportunities to make an impact. Great place to learn. Campus/benefits are fabulous. Relaxed/flexible environment.,"Management is hit or miss. If you get placed on a team that is managed well you have endless opportunities. If management is not strong, you will be lost among the many other employees.",5.0,3.0,2.0,3.0,3.0
3217,"""Lots of changes, without field direction""",I worked at Microsoft full-time for more than 10 years,"- Extremely talented employees, for the most part.
- Good (used to be great) benefits
- Stock doing great in recent years
- Excellent senior leadership
- Solid cloud development and offerings","- As company is changing from annual agreements to subscription revenue, field is in turmoil
- Some field locations are seeing massive turnover (>50%)
- Compensation plans uncertain/changing for field roles as management tries to understand how to adjust comp models to new sales models.
- Pockets of low morale",3.0,4.0,4.0,4.0,5.0
3218,"""Sr. Program Manager""",I worked at Microsoft full-time,"Great benefits,  smart colleagues, work life balance",Political due to review process,4.0,3.0,3.0,4.0,3.0
3219,"""Microsoft 2017""",I worked at Microsoft full-time for more than 5 years,"Culturally there is increasing focus on the customer.  The work environment is collaborative, and there are smart, interesting  people to learn from.   There are both driven and creative problem solvers.  Diversity of  employees a priority.  Employees have a passion for achieving business targets and helping customers.","Still tension between enterprise focus and consumer focus for businesses. The culture does not deal comfortably with substantial ambiguity.  Lack of prioritization and randomization occurs too frequently, impacting productivity and resulting in missed milestones.  The company is still working to establish a culture of trust in some orgs.",4.0,5.0,4.0,5.0,3.0
3220,"""General Manager""",I worked at Microsoft ,Great products to work on that really do change the world,Still a bit political but getting better.,4.0,4.0,4.0,5.0,4.0
3221,"""Transformation in a legacy culture of fear and aggression""",I have been working at Microsoft ,"Family benefits are really great.  Good pay, exciting work opportunities.  Tons of
opportunity for internal mobility and lots of flexibility to move in your career.","The politics are absolutely horrendous.  People are extremely aggressive, will stab you in the back, behave like a ""mean girls"" club (both men and women), and you really can't trust anyone.  There's a new vs old culture dynamic and it's an extremely cut throat environment where people feel the need to prove how they are  better than you.  Everyone is a generalist but believe they are smarter than anyone who actually has the depth of expertise.  Microsoft is a place where you want to love it but it's an ugly culture with ugly work behaviors.",4.0,1.0,4.0,3.0,2.0
3222,"""great benefits""",I have been working at Microsoft full-time,"healthcare is very good, HSA contributions",healthcare is no longer best in class,4.0,5.0,4.0,4.0,5.0
3223,"""Great""",I worked at Microsoft full-time,"Great opportunities, benefits, and culture",large organization with pockets which are not efficient,4.0,4.0,4.0,4.0,4.0
3224,"""microsoft""",I have been working at Microsoft full-time,potential for great business impact,"lack of urgency/agility, too cushion",5.0,3.0,4.0,4.0,4.0
3225,"""Principal Engineering Manager""",I worked at Microsoft full-time for more than 3 years,Great Benefits and flexible work hours.,"Extremely political, takes aways from the good the company offers.",4.0,3.0,3.0,4.0,1.0
3226,"""Performance""",I worked at Microsoft full-time for more than 8 years,benefits are good. can learn new technology.,Very tedious.  Was comparing the SDETs converted to SEs with SDEs the first year itself and the company's policy to wipe out SDETs even if you are sustaining as a developer. Eventually everyone who was a SDET once in their life were fired or laid off.,1.0,1.0,,4.0,1.0
3227,"""Great Place to Work, but Comp Challenged in SFBA""",I have been working at Microsoft full-time for more than 3 years,"People-oriented, innovative culture.","Heavy political atmosphere, bias appears to exist against individuals NOT based in Redmond.",4.0,4.0,5.0,2.0,5.0
3228,"""Depends on the team""",I worked at Microsoft full-time,"Great people, good benefits, and your own office","Some teams develop features, some just put out fires",3.0,3.0,4.0,5.0,3.0
3229,"""Performance""",I worked at Microsoft full-time for more than 8 years,benefits are good. can learn new technology.,Very tedious.  Was comparing the SDETs converted to SEs with SDEs the first year itself and the company's policy to wipe out SDETs even if you are sustaining as a developer. Eventually everyone who was a SDET once in their life were fired or laid off.,1.0,1.0,,4.0,1.0
3230,"""Great Place to Work, but Comp Challenged in SFBA""",I have been working at Microsoft full-time for more than 3 years,"People-oriented, innovative culture.","Heavy political atmosphere, bias appears to exist against individuals NOT based in Redmond.",4.0,4.0,5.0,2.0,5.0
3231,"""Depends on the team""",I worked at Microsoft full-time,"Great people, good benefits, and your own office","Some teams develop features, some just put out fires",3.0,3.0,4.0,5.0,3.0
3232,"""Changes keep on coming...""",I have been working at Microsoft full-time for more than 5 years,"You will work with some of the brightest minds in the industry.  The technology is amazing if you are passionate about seeing the future, this is a great place to do it. Satya is a good leader who is genuinely trying to change the company for the better.","Its a big ship that takes a long time to turn, so many of the old mindsets are still highly prevalent in the organization.  The key ones are:
1) Arrogance: Yes, there are bright people here, but sadly people tend to believe their own press too much. 
2) Lack of customer centricity:  Linked to #1, people believe they know more than customer do. Frankly, customer is a concept on a ppt slide. Part of the problem is that all global roles are a) based in Redmond b) rarely leave Redmond c) not directly linked to the field where the work actually happens d) spend their time building playbooks and strategy videos NO ONE actually reads or cares about. 
3) Linking words with action: the follow-through is non-existent. You sit in a meeting and the person will say, I will drive that and come back. They rarely do. Its such a large company and globally you are disconnected from the business in many groups so the accountability is not there.
4) Leadership gaps: Leaders tend to be very isolated, at the CVP and GM levels, you engage them through their business managers who filter information to them.   Most leaders also are more focused on making partner than developing their teams, sadly. 
5) You have to be in the Enterprise side, the consumer side is a trainwreck, led by people who have no clue what they are doing. Its also not a focus (outside of Office) for Satya. If you are a strong retail person, you will quickly see many serious challenges. 

Satya is driving change and its the right change, but the challenge is that while he has replaced many of the Senior Leaders who didn't buy into his game plan, the next level of management (GM) is still firmly entrenched in the ways of the past so will take a long time to make Microsoft a customer-centric, people-focused, agile organization and by that time, the market will have already moved on.",4.0,3.0,2.0,3.0,3.0
3233,"""Best place I've ever worked""",I have been working at Microsoft full-time for more than a year,"Excellent benefits, pay is much better than my previous role.","Somewhat political, can be difficult to acclimate to corporate culture if you came from outside the tech belt.",3.0,4.0,4.0,5.0,3.0
3234,"""UX Design Intern""",I worked at Microsoft ,"Lifestyle, structure, good culture on specific teams","Large organization, speed, growth / challenge",,,,,
3235,"""Microsoft Service Engineering""",I have been working at Microsoft full-time for more than 8 years,Really like the work and the challenge.  There is always something new and interesting to learn and or discover.  The work is engaging and meaningful.  Don't have to do to many mundane things.,Management seems to exhibit a lack of focus on what is important and politics prevent growth at times unfairly.,3.0,2.0,3.0,2.0,1.0
3236,"""Environment is a nightmare.""",I worked at Microsoft full-time,Good benefits and WFH isn't a problem.,"People are mean, unresponsive and generally out for themselves in every way.",2.0,2.0,3.0,2.0,2.0
3237,"""Not a great place to work""",I have been working at Microsoft ,Great Benefits for all employees,Poor Management in No California,,,,,
3238,"""Recommend""",I have been working at Microsoft full-time for more than 5 years,A great place to work with a multitude of talented people.,"None, other than not enough hours in the day supporting the job I love",3.0,5.0,4.0,5.0,3.0
3239,"""Analyst""",I have been working at Microsoft full-time,Flexible work environment is a plus,Low pay for hourly workers,3.0,3.0,5.0,3.0,3.0
3240,"""Microsoft is in the right direction""",I have been working at Microsoft full-time,"problem scope, fighting nature, persistence, customer obsession","non passionate middle management, still not a lot open source",4.0,4.0,5.0,4.0,3.0
3241,"""Great company to work for""",I worked at Microsoft full-time for more than 10 years,"Great culture, salary, benefits. Plenty of smart people to work with. Many opportunities to change careers.","Top management not always aligned, this leads to different teams competing on the same space and poor clarity in the objectives.",4.0,5.0,4.0,5.0,3.0
3242,"""SDE 2 review""",I have been working at Microsoft full-time for more than 5 years,Great engineers at grass root level,Too much bureaucracy at higher levels,4.0,5.0,4.0,4.0,3.0
3243,"""Review""",I worked at Microsoft full-time for less than a year,"Good work-life balance
Overall good calibre of people","Lack of product leadership esp. in the then server tools organization
People with lack of technical chops running product management and marketing",4.0,4.0,1.0,3.0,1.0
3244,"""Microsoft the second time around.""",I worked at Microsoft full-time for more than a year,Ability to move to different groups when a project finishes up.  This was my second go around with Microsoft.,The traffic into work in Bellevue was the worst. Sometimes it would take 2 hours from Woodinville to Bellevue,3.0,3.0,4.0,4.0,4.0
3245,"""smart people, great benefits""",I have been working at Microsoft full-time for more than 10 years,"Things have dramatically better when compared to few years ago, very nimble, lot of emphasis on cloud.","still there is some favoritism left, its who you know rather than how you do your job.",4.0,4.0,4.0,4.0,4.0
3246,"""my review""",I have been working at Microsoft full-time,"Nice work life balance, nice people.",pace is not fast enough.,5.0,4.0,4.0,3.0,5.0
3247,"""Operations Program Manager""",I have been working at Microsoft full-time for more than 3 years,Strong cultural values and inspiring vision amongst senior leadership,Lack of strategic direction and clarity in my immediate team right now,3.0,5.0,3.0,4.0,4.0
3248,"""Technology giant trying to make a U turn""",I worked at Microsoft full-time for more than 3 years,"Loved the innovation, challenging envt and constant change",Cut throat because the organization expects people to change roles every 2 to 3 years.,4.0,5.0,5.0,4.0,3.0
3249,"""Needs more focus on customer, not internal processes.""",I worked at Microsoft full-time for more than a year,Microsoft is full of some of the smartest people I've ever worked with.   GREAT benefits.,More energy was spent making product improvements to help the back-end engineers than for the product and/or customer experience.,4.0,3.0,3.0,3.0,2.0
3250,"""Good company""",I have been working at Microsoft  for more than a year,Very good culture and welcoming. Balance worklife and personal life,Not that  I can think of any,5.0,5.0,1.0,5.0,5.0
3251,"""MSFT is a decent place to work""",I have been working at Microsoft part-time,Good benefits. Civilized work environment. Flexibility to work on projects that interest us.,Acquisition of Microsoft = loss of momentum and sense of team. There are lots of growing pains.,4.0,3.0,2.0,4.0,3.0
3252,"""Great work life balance""",I have been working at Microsoft full-time for more than 3 years,"Great work life balance, the company does a good job of balancing work with the rest of your social life","People managers, little to no guidance for career and professional development.",5.0,4.0,4.0,5.0,1.0
3253,"""Senior Program Manager""",I worked at Microsoft full-time for more than 10 years,Microsoft projects are challenging to implement and people are great to work with.,You can work any 24 hours you would like.  It's a global company so depending on the department you work in you may need to take calls early morning or late evening to bridge the time gap.,3.0,3.0,3.0,5.0,4.0
3254,"""some good some bad""",I have been working at Microsoft full-time,"Remote work, ability to take on projects, autonomy, work life balance","bureaucratic, political, outdated thinking",4.0,4.0,5.0,4.0,3.0
3255,"""Solid benefits, and so many problems to work on""",I have been working at Microsoft full-time,"Reasonably smart people, (mostly) stable culture, decent work-life balance achievable.",Institutional inertia; lots of elderly product lines that are hard to adapt to more agile methodologies.,,,,,
3256,"""Recruiting is a 'black hole.'""",I worked at Microsoft  for more than 10 years,"As an FTE, the benefits were great.  The people you get to work with are great.  The projects you get to work on are impactful and interesting.","Since the 2008 layoffs, which had nothing to do with performance, I receive no callbacks when submitting resumes for positions I am qualified for.  Changes to the vendor policies have made it difficult to make a stable living at Microsoft.  People don't feel as if their performance will increase their chance of keeping their job.",4.0,1.0,1.0,4.0,1.0
3257,"""SDET""",I worked at Microsoft  for more than 10 years,When I joined the company it was absolutely great to work there (13 years ago). Back then I would have given the company 5+ stars (seriously).,"After Bill Gates  (and then Steve Ballmer also) left, the new CEO doesn't seem to care much for the people as for the business. Many things have changed...  in my opinion.... is sad.",3.0,3.0,4.0,3.0,3.0
3258,"""Analyst View""",I have been working at Microsoft full-time,The culture and the atmosphere are incredible. The people are friendly and always willing to help you out.,It is a large company so sometimes you can get stuck for a little while. But if you are persistent enough opportunities will arise.,5.0,5.0,4.0,5.0,5.0
3259,"""Analyst View""",I have been working at Microsoft full-time,The culture and the atmosphere are incredible. The people are friendly and always willing to help you out.,It is a large company so sometimes you can get stuck for a little while. But if you are persistent enough opportunities will arise.,5.0,5.0,4.0,5.0,5.0
3260,"""Fine""",I have been working at Microsoft full-time for more than 5 years,"Great benefits, free drinks, challenging work","Political environment, retail isn't taken seriously despite over qualifications",,,,,
3261,"""Very good company""",I worked at Microsoft full-time,"They expect fast results because well that is how businesses work
it is a nurturing environment
Free to talk to anyone 
Open office culture (Sometimes gets noisy) 
Great morale boosting employee activities
Great colleagues","Some random patchwork type attitude to org structure 
Training for new hires (Management trainees) is not good (At least it wasnt when i was there)",3.0,4.0,4.0,3.0,3.0
3262,"""Great""",I worked at Microsoft full-time for more than 5 years,"Good working environment, good people","large company, limited growth opptunities",3.0,3.0,4.0,4.0,3.0
3263,"""Really depends on what team you are on""",I worked at Microsoft full-time for more than 5 years,"Great vision, great CEO, cool products","I was on a terrible team at Microsoft. Terrible boss, terrible boss' boss. Male-dominant culture.",5.0,5.0,3.0,4.0,3.0
3264,"""Great Opportunities to Learn your craft""",I worked at Microsoft full-time,Excellent access to teams and resources to learn the craft of software development without the stress of,It's a very large company and you will have autonomy of a small part of it.,3.0,4.0,4.0,5.0,3.0
3265,"""Sub-Human Vendor""",I worked at Microsoft full-time,"Good pay

Free drinks

Free Orca card

Lots of exposure to new, cutting edge technologies and worldwide teams impacting the way civilization continues to progress

Lots of holidays","Extremely political and back-biting--do not trust anyone

Never met people so incredibly good at dodging and re-directing blame

Managers are barely around when needed, because they are always at a meeting 
discussing important initiatives and projects that affect you, but that you don't know about until something goes wrong, when it is somehow your fault

Very little effective communication and almost no training in Microsoft business structure or elements important to doing your job (This may have just been the team I was on)",1.0,1.0,3.0,3.0,2.0
3266,"""15 year run""",I worked at Microsoft full-time for less than a year,Great place to begin career,"Not a great place to grow unless you are at HQ Redmond, and even then, hyper hyper competitive and people steal/take credit from one another. Very poor cross-teaming culture.",2.0,3.0,2.0,2.0,2.0
3267,"""Production Lead""",I worked at Microsoft full-time,"- Great people to work with
-Work/life balance","- Poor communication
- Small chance of advancement",,,,,
3268,"""Amazing company but slow moving""",I have been working at Microsoft full-time for more than 10 years,Products and services reaching global users; values and ethics; good pay,Beauracracy; heavy process and compliance; still not agile; not paying on par with bay area,4.0,5.0,4.0,4.0,5.0
3269,"""Microsoft TSP""",I have been working at Microsoft full-time for more than 3 years,"Stability, trusted, vast career options, supportive community, superb pay and benefits","Difficult to find the ""ladders."" Difficult to find the ""right person"" when seeking info or help. Often asked to stretch beyond your personal core job priorities. Too many unfruitful meetings. Rampant favoritism and politics. Too much employee turn-over (advancement, RIF, job-switching, etc...)",2.0,4.0,4.0,4.0,3.0
3270,"""Ballmer was a Headache""",I worked at Microsoft full-time for more than 3 years,"Great teams and people.
There were some orgs that had more politics than others. 
People are open to discussion and culture is pretty good.","If you're passionate and talented, you might very likely be over used and over worked to the point of work out (my lead drove me out).",4.0,3.0,4.0,5.0,3.0
3271,"""Great Company""",I have been working at Microsoft full-time for more than 3 years,The company is a dream to work for. Good pay and excellent benefits. Great team members and management is almost consistently great.,"Usually a small work space for technicians to work in, although they provide all the tools you can need and more. Customer base varies from state demographic, etc.",5.0,5.0,3.0,5.0,5.0
3272,"""Depends on where you work in the company""",I have been working at Microsoft full-time,"You'll get great benefits and opportunities to grow your knowledge, access to hot speakers who come in to share their knowledge and experiences, and access to many forward thinkers whom you can tap.

There are many employee interest and advocacy groups to involve yourself. The main campus is beautiful.

I work in a great group that believes in the ""growth mindset"" that Satya Nadella supports and evangelizes.  Mistakes are opportunities to learn and grow. We are the new Microsoft.","There are many groups that function as ""old Microsoft,"" and it's still cut throat. It all depends on your manager, that person's manager, and that person's manager. When you interview, ask about what each manager believes about the culture and how they contribute to the culture and working environment. Dig deep and talk to people outside your department about how other people view your potential group.

If it bothers you to work in a place where SOME people don't value the entire team's contributions, whether or not they're staff or vendors, then you may be bothered here.

You might work long hours and work doesn't stop coming.

Not all main campus buildings get the same care or offer the same facilities that the nicer buildings do.

Depending on your job, you may be stuck on campus, your closest cafeteria will be important. They use Sysco food if you care.

Microsoft may not look as good on your resume as it once did, but hold on. Satya Nadella is changing Microsoft. It may rise up again.",1.0,3.0,5.0,4.0,4.0
3273,"""First seven years were great.  Last several years were toxic.""",I worked at Microsoft full-time for more than 8 years,Stock awards were good. Good professional training classes.  Met some really smart colleagues in the time at Msft.  Developed processes.,Too many hours worked.   Perf reviews were a joke - so political and unfair.  Leadership messaged too much integrity to get promoted - it was terrible.,1.0,1.0,2.0,3.0,1.0
3274,"""Excellent work-life balance""",I have been working at Microsoft full-time for more than 3 years,"Great work-life balance (I am never expected to work more than 8 hours a day), individual offices (although this is quickly changing in the newer buildings), amazing benefits","Middle management isn't the best. A lot of my projects feel like they are just catering to some director's whim. Also, there is a strong sentiment that showing some data, even if it is bad/dirty/incomplete, is better than showing no data - something I fundamentally disagree with.",5.0,3.0,3.0,4.0,3.0
3275,"""Business Administrator""",I worked at Microsoft  for less than a year,"Flexible schedule (but depends on the team/workload), downtime",Drama and favoritism in the admin community,4.0,3.0,4.0,2.0,3.0
3276,"""Services at Microsoft""",I worked at Microsoft ,"Good structure and stability, pay is great.",Lack of leadership in services.,2.0,,3.0,4.0,2.0
3277,"""SDE 2""",I have been working at Microsoft full-time for more than 8 years,"Good benefits, relaxed culture, secure","Stagnation, too much politics, average pay",,,,,
3278,"""Great place. Great changes going on. Still more needed""",I worked at Microsoft full-time for more than 8 years,Microsoft is a great environment in terms of the creature comforts... offices are good... equipment is great. Pay is good. Opportunities abound to work on great stuff. Benefits aren't as good as they used to be but still are good. Their giving program is literally the best. People vary like any large company but in general there are good folks at the executional level.,"It is more ambiguous than ever in terms of what drives an individual's success. While publically stack ranking is gone, effectively it is still there. Turnover is rising as are the frequency of layoffs. There are some businesses that are booming... and others that are struggling. If you get in the wrong group, you could be out the door before you know it. It still is an environment where WHO you know could be more important than WHAT you know but, this is improving. Middle management continues to struggle to lead.",4.0,4.0,4.0,4.0,4.0
3279,"""SDE 2""",I have been working at Microsoft full-time for more than 8 years,"Good benefits, relaxed culture, secure","Stagnation, too much politics, average pay",,,,,
3280,"""Great place. Great changes going on. Still more needed""",I worked at Microsoft full-time for more than 8 years,Microsoft is a great environment in terms of the creature comforts... offices are good... equipment is great. Pay is good. Opportunities abound to work on great stuff. Benefits aren't as good as they used to be but still are good. Their giving program is literally the best. People vary like any large company but in general there are good folks at the executional level.,"It is more ambiguous than ever in terms of what drives an individual's success. While publically stack ranking is gone, effectively it is still there. Turnover is rising as are the frequency of layoffs. There are some businesses that are booming... and others that are struggling. If you get in the wrong group, you could be out the door before you know it. It still is an environment where WHO you know could be more important than WHAT you know but, this is improving. Middle management continues to struggle to lead.",4.0,4.0,4.0,4.0,4.0
3281,"""Good place to work, great work-life balance""",I have been working at Microsoft full-time for more than 3 years,"Microsoft is a great place to work, and the benefits are top-notch, especially for families. The company offers great work-life balance for those who want it. The work itself can range from boring to very interesting depending on the team that you join. Regardless though, you'll be working with some of the smartest people you'll ever meet.","Like any large organization, Microsoft has its fair share of internal office politics and bureaucracy, which can slow down the product development process. Also, there's a lot of variation between orgs and teams at Microsoft, so two people's experiences of the place can be completely different depending on the team that they join.",5.0,4.0,4.0,5.0,4.0
3282,"""Technical Writer""",I worked at Microsoft ,Get to work with great devs and technology.,"HR has no teeth. People are put into documentation positions with no qualifications. The last editor I worked with didn't have a four year degree in anything. She had no idea what a dev edit meant. She stated she checked out five topics a day and ""worked them over"" with no thought to developing one voice or the fact that some of them hadn't changed. As another writer put it ""she just changes things.""",1.0,3.0,1.0,3.0,2.0
