,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
4537,"""Software Engineer""",I have been working at IBM full-time for less than a year,Using latest tool chain for development. Access to free technical resources to learn and grow. Very flexible hours. Work from home option,"Bluemix platform stability issues. To much focus on design, forgetting the big picture of product. Get reshuffled between departments/projects a lot. Today you may be working on one technology stack and tomorrow they may decide that you need to move somewhere else and start fresh again. NO BONUS, so make sure that the base pay you are getting is well above the base pay of your local market.",2.0,3.0,2.0,2.0,1.0
4538,"""IBM""",I have been working at IBM full-time,Lots of opportunity to excel in your role or completely change career.,"Moving away from work from home model.
401k match is only added at year-end",3.0,3.0,5.0,3.0,3.0
4539,"""Good people, good company""",I have been working at IBM full-time for more than 5 years,I work with some of the best people around. I feel challenged and encouraged on a regular basis.,The company is huge. This means you can have several divisions essentially doing the same thing without knowing about each other.,5.0,4.0,5.0,5.0,5.0
4540,"""Challenging times likely to continue at IBM""",I worked at IBM full-time for more than 10 years,Wide range of career opportunities ... including focus and investments in legitimate areas of growth in the marketplace.    Many outstanding differentiating technologies to bring to the table for clients.,Not a good culture  ... individuals no longer matter ....  constant expectation of layoffs and changes permeates the company.   Years removed from the days of consistently being one of America's most admired companies.     Many leaders in roles where they do not bring significant value.    Significant challenges with vision and ability to execute.   Very inwardly focused - no longer a top sales organization.,2.0,2.0,4.0,3.0,2.0
4541,"""No respect ==> bad morale  ==> poor results""",I have been working at IBM full-time for more than 10 years,"Salary.  At this stage In my career I would not make this much anywhere else. 
Working from home to help enable a better work/life balance.  Great people. This is more a statement from the past... many of those people are now gone.",Maniacle focus on cost cutting through layoff has destroyed morale and trust.  Short term financial goals means the customer is suffering in many cases.  The threat of co-location where everyone must be in the office.,2.0,1.0,3.0,3.0,1.0
4542,"""Reasonable employer""",I worked at IBM full-time for more than 8 years,Seemed to be treated mostly with respect.,"Company didn't understand concept of having to pay for software development. Very fast to outsource jobs to teams in other countries. Company is becoming a shell of a company in the USA, with teams all over the world.
Company likes to hire lots of contractors to perform development. It's becoming rare to be a FT employee there.",3.0,4.0,3.0,4.0,3.0
4543,"""Lost in Big Blue sea !!""",I worked at IBM full-time for more than 5 years,"Amazing Flexibility
Opportunity to work for very large scale projects","Very slow growth with lots of management overhead
quality of resources are degrading
They don't take any effort for employees growth and development. Zero investment in terms of money and time on employee training",5.0,2.0,3.0,1.0,3.0
4544,"""Tough Time Ahead""",I have been working at IBM full-time for more than 5 years,"Lots of loop holes which ""only talk and now work"" smart and non-performers can exploit",Way too many .. No growth opportunities,3.0,1.0,2.0,2.0,2.0
4545,"""So far so good!""",I have been working at IBM full-time for more than a year,A really smart bunch of people doing a really good job of balancing new innovation with the stability and reliability of their solutions.,Sooo BIG... sometimes people get lost in the beauracratic shuffle.,3.0,4.0,4.0,4.0,4.0
4546,"""Great co-workers, questionable leadership strategies""",I have been working at IBM full-time for less than a year,"Many opportunities to learn new skills and expand your knowledge. Great benefits, great team mates.","Bonuses, raises and co-location. They recently implemented the co-location policy within the marketing department, which is expected to expand to all other business units as well. This doesn't just mean that we could find an office closest to us, we were given the ultimatum to either re-locate (in my case halfway across the country, first to San Francisco and then a month later to Boston), or find another job. I think this decision was a little short sighted, and a thinly veiled attempt to reduce workforce costs by forcing those with families and loved ones close by to either resign or essentially start their lives over. All of this with no increase in salary and a bare bones moving package.",2.0,3.0,2.0,2.0,1.0
4547,"""Job availablity""",I have been working at IBM full-time,performing innovative stuff and good working environment,Hard to find a position as the job finder is not good enough,,,,,
4548,"""Too Bureaucratic""",I worked at IBM full-time for more than 8 years,"Some great services - like an internal market for used equipment, some great training is available, and the company does enough things that one can laterally move around within.","There's a disparity between HR's work-life-balance statements and the reality of many teams.

There's about 14 levels of management, so most people lose track of customers & competitors and just get lost in the bureaucracy:  really great solutions to problems get sidelined in favor of the most politically advantageous solutions - even if they'll obviously fail.  Most management is so far removed from customers that they consider their competition the guy down the hallway rather than Amazon, Google, etc.

And they've acquired an immense staff of mediocre talent: most of their programmers are not very good, most of their 'subject matter experts' aren't.   Every year they identify top technologies to focus on, and an enormous number of people suddenly re-brand themselves as expects in this technology and all their projects are suddenly re-branded as about this technology.   Anyone that questions this, like ""do we really think that sidelining most projects in favor of building marketing in virtual worlds is going to work?  especially after every one of these initiatives over the last ten years has failed?"" And they just get blank stares.

And all this bureaucracy pushes out the best talent.   What's left these days are mostly mediocre staff that are over-worked,  afraid of being laid-off, and protective of their turf.",2.0,2.0,2.0,2.0,1.0
4549,"""Innovative and Inclusive""",I have been working at IBM full-time for less than a year,"IBM is an amazing company-- a place where people are encouraged to bring their whole selves to work and empowered through rich learning opportunities to deliver their very best in service of innovation that matters to the world. The people are brilliant, the culture is inclusive and the opportunity to make a difference is great.","I've thoroughly enjoyed becoming part of IBM. I work with brilliant, agile leaders who are motivated to make a difference in the world. It's a huge company, so it takes skill and commitment to get things done.  If you like that, you'll make a difference at IBM.",5.0,5.0,5.0,5.0,5.0
4550,"""Work as Project Manager""",I have been working at IBM full-time,Many of Challenging possion and good place to get skill,"Long work time, high pressure, high quality work is required.",2.0,4.0,4.0,4.0,4.0
4551,"""Yes, IBM is still a great company""",I worked at IBM full-time for more than 10 years,"IBM has great benefits, creative people, and many opportunities to learn about hot tech topics. Jobs options are broad, including engineering, sales, marketing, management, and more!",IBM has been rolling back their options to work from home offices and opting to require many groups to move near a major IBM office.,3.0,4.0,3.0,5.0,4.0
4552,"""A Company in Transition""",I have been working at IBM full-time,"Good Benefits, Good people in the field, broad portfolio","Corporate Structure is challenging
Focus on short term returns",3.0,2.0,3.0,3.0,1.0
4553,"""P-Tech is a Fantastic Program!""",I have been working at IBM full-time for more than 10 years,"Simply put, I work at IBM because of the great people and the broad career opportunities -- along with additional opportunities to make a difference.  One that stands out to me is Pathways in Technology (P-Tech), a wonderful mentorship program that I've been involved with for 3 years.    I enjoy making a positive impact on public education, and IBM has offered me a great way to contribute.  New collar jobs are critical to our future success, and I'm confident that my P-Tech mentee will one day be a star!","Long hours at times, given global working relationship and dependencies in our business",4.0,5.0,5.0,4.0,5.0
4554,"""Implementation""",I have been working at IBM ,Flexible work schedule and decent benefits,"Too much process, no teamwork, flawed metrics",4.0,2.0,2.0,3.0,2.0
4555,"""Not for folks located in the USA""",I worked at IBM  for more than 10 years,Work from home option was good,No growth opportunity.  Move jobs outside the USA continually.,3.0,1.0,1.0,4.0,1.0
4556,"""QA""",I worked at IBM full-time for more than 3 years,"great benefits, 401k, 5% match",management keeps changing everything. i've moved from many teams to different teams.,4.0,4.0,3.0,4.0,3.0
4557,"""Integration Developer""",I have been working at IBM full-time,"A lot of knowledge shared, high technologies possibilities to work, diversity.","Coffee is not free, just it.",5.0,5.0,5.0,5.0,5.0
4558,"""Incredible Opportunity""",I have been working at IBM full-time,IBM is dedicated to your success.  They will give you any resource required to achieve your goals.,Highly competitive and personal responsibility is  demanded.  Nobody is going to hold your hand and force you to be great.  You have to take ownership and control your own destiny.  Not for everybody.,3.0,5.0,5.0,4.0,5.0
4559,"""Great place to learn""",I worked at IBM full-time,It is a good place to learn and get exposure to corporate culture,Too much hierarchy and old processes which slows down the work,4.0,4.0,4.0,3.0,3.0
4560,"""SOUL CRUSHING""",I worked at IBM full-time,The kool-aid is sweet for the first ~30 days,"It's brutal to come here every day and keep the facade of a job. EVery day in 2017 i've been here has been unbearable. When SAS called, I promised to never look back.",,,,,
4561,"""Good company""",I have been working at IBM full-time,"Trainings, more time to learn new things, enormous training resources, in-house opportunities, work from home","Less pay , should expand in tier2 and tier3 cities, Need to review and streamline the pay.",5.0,4.0,4.0,3.0,5.0
4562,"""Rearranging deck chairs on the Titanic?""",I have been working at IBM full-time,Can I get back to you on this?,Stay away.  You have been warned.,3.0,1.0,2.0,2.0,1.0
4563,"""Customer Success Manager""",I have been working at IBM full-time for more than a year,The size of the company allows you to network with a lot of extremely intelligent people. There are many interesting people from all walks of life that I worked with around the globe who I'm very glad to have met.,"The size also contributes to IBM's faults. Everything has a process and many small issues can take days or weeks to resolve. There is a very ""not my problem"" mentality unless someone is going to get paid for doing it.

Personally, when I was hired I signed a document that had an on target earning of a certain amount. Within 2 months my commission was placed out of my control and I was surviving on base pay alone most months. After that my manager quit and I was restructured. This happened three times. The company had a lot of trouble with the acquisition that I was hired on the tail end of.

In the end I found myself in a role I really enjoyed, but the company wasn't ready for me to be a part of it. They laid off several of my coworkers and relayed their work to me without any sort of compensation to match.

The company has no culture. Before the acquisition, the company was a cool start up with team gatherings and friends abound. Afterwards the office was dead silent every day and people left in droves. No holiday party, no happy hours, no drinks after work, no socializing. Not the best environment for anyone looking to be friendly.",2.0,1.0,2.0,1.0,2.0
4564,"""not too big to fail""",I have been working at IBM full-time,"good work, life balance and benefits","short sited in strategy, reactionary",4.0,2.0,2.0,2.0,2.0
4565,"""IBM""",I worked at IBM  for more than a year,GREAT ENVIRONMENT AND WORK FROM HOME 1 DAY A WEEK,Project Managers were not organized on my projects for the users,2.0,1.0,2.0,3.0,4.0
4566,"""hmm""",I worked at IBM ,great it was the best experience,"none, I have nothing bad to say",5.0,4.0,5.0,5.0,5.0
4567,"""Finance Director""",I worked at IBM full-time for more than a year,Many Opportunities for advancement if you work hard.,"Bureaucracy, hard to find your way to improve things.",3.0,3.0,3.0,3.0,3.0
4568,"""Great place to start a career""",I have been working at IBM full-time,the people are great. work life balance is sustainable,the bonuses and raises given IBM's consecutive losing quarters are not great,,,,,
4569,"""Company in Transition""",I have been working at IBM full-time for more than 10 years,"Great Company with solid history of delivering for their clients
1-People talent
2-Client relationships
3-Brand loyalty","1-the shift to a cloud company has been painful. 21 quarters of no growth makes it hard to hit your Quota targets. 
2-management keeps shifting
3-change in strategy and organization shuffling",4.0,3.0,3.0,4.0,3.0
4570,"""Sales""",I have been working at IBM full-time for more than 10 years,"Great technology, good team work in the field and from product management",Sr. Executives are more interested in their own success than others. To inwardly focused.,1.0,1.0,1.0,2.0,1.0
4571,"""Senior PeopleSoft Consultant""",I have been working at IBM full-time,"Excellent work environment, Good work-life balance.","Not Very challenging work, Salary growth is lowest in industry.",4.0,5.0,4.0,3.0,4.0
4572,"""Tough transformation""",I have been working at IBM full-time for more than 10 years,"Lots of different opportunities, great people","Things changing at a fast pace, hard to keep up, trowing away the baby with the bath water.",3.0,3.0,4.0,4.0,1.0
4573,"""Not for technology folks""",I have been working at IBM full-time for more than 10 years,Knowledgeable  colleauges who share their ideas.,"Non techies get promoted. No room for techies here. Techies, do not join this place ever.",3.0,3.0,1.0,2.0,1.0
4574,"""Inside Sales at IBM""",I worked at IBM full-time for more than a year,"Smart people, great history, great sales training.","Work environment is not inspiring, a behemoth where you are an (actual) serial number.",5.0,1.0,3.0,2.0,1.0
4575,"""Work Balance Perfection""",I worked at IBM full-time for more than a year,Great benefits; amazing work balance culture,Crunch time but this occurs everywhere,5.0,4.0,4.0,4.0,4.0
4576,"""Company Direction""",I have been working at IBM full-time for more than 3 years,Excellent solutions and products,Late to the market.   Need an ear to the ground.,2.0,3.0,3.0,4.0,2.0
4577,"""review""",I worked at IBM ,smart people to work with,there is no downside to working there,,,,,
4578,"""The work and life balance is good here""",I have been working at IBM full-time,The work and life balance is good here,May need to build more interesting  products,,,,,
4579,"""Business operations manager""",I have been working at IBM full-time for more than 10 years,"salary, remote work at home","Need to work more than 60 hours a week. Have to work on vacations, evenings and weekends due to the demands of the sales organization. No respect for the employee.  Staff is refreshed constantly regardless of the performance of the individual.  Seasoned employees are encouraged to leave the business so young and less talent can be brought in. Support roles are sent offshore where there is no understanding of the business.",1.0,1.0,1.0,5.0,1.0
4580,"""IBM is in constant decline""",I have been working at IBM  for more than 3 years,"Work life balance is good,  though this is now changing as they force all employees to work full time from an IBM office (IBM used to be much more open to working from home) . Salaries are above market average","Layoffs, feels unstable, executive make up new policies to make life a little more difficult and push employees out- they don't calling it layoffs but effectively that's what it is - workforce redaction - the side effect of this practice is that the good/strong employees leave and the mediocre ones stay. 

Every other month there is a new big strategic shift, which usually goes nowhere bcz they don't give it enough time to takeoff before they shift again. 
Too much short term thinking, focused on immediate revenue with very little investment in r&d.  

In IBM you are a little screw in a big machine, and they make you feel that way every day.",4.0,1.0,2.0,4.0,1.0
4581,"""Used to be a good company""",I worked at IBM full-time for more than 5 years,"Market recognition, marketable tech skills.","Lost their market focus, offshoring way too many jobs, too big for their own good.  The recent tact of asking employees to move to a city where one of their 6 regional centers is located smells of a soft layoff and not having to pay severance.",1.0,2.0,3.0,3.0,2.0
4582,"""Big Blue review""",I have been working at IBM full-time for more than 10 years,"Still a great company with tremendous resources, incredible people and a culture of focusing on the client.   The transition to new technology areas is exciting to be a part of.","IBM can be consuming with very high demands and expectations on personal time.  Decision making can be slow, but when IBM does decide on a strategic direction it typically goes all in.",2.0,3.0,3.0,3.0,3.0
4583,"""Worst company I've worked at in 20 years of IT""",I have been working at IBM full-time for more than 3 years,At least it is a job.,"Very disorganized structure or maybe It's just vague by design.
Products are overly complex and doesn't hold up to competitors.
IBM just barly meets SLAs with customers, or doesn't meet SLA and tries to cover it up. 
No upward mobility for technicians. Several lay-offs a year. Regularly furloughs contractors. No raises and bonuses are very small and rare or non-existant. Yearly training requirements but it doesn't increase upward mobility or reward employee monetarily.",2.0,1.0,1.0,1.0,1.0
4584,"""Superb Opportunity for Growth & Contributions""",I worked at IBM full-time for more than 10 years,"Opportunities, Team environment, Diversity, New Technology,","Deadlines, Delivery Expectations , federal contracts limitations",3.0,3.0,4.0,4.0,3.0
4585,"""ibm recrutier""",I worked at IBM ,"flexible work hours
fun work environment","lay offs
bad direct management",,,,,
4586,"""Program Manager""",I worked at IBM full-time,The opportunity to learn and grow daily.,Employees should be valued as a resource.,,,,,
4587,"""Review""",I have been working at IBM full-time,Good company to work for. Good work life balance.,Opportunities are shrinking not getting new businesses..,5.0,5.0,5.0,3.0,4.0
4588,"""Tech Sller""",I have been working at IBM full-time,Good name recognition.  Almost everyone has heard of IBM.   Good pay.,"constantly shifting priorities, confusing matrix mgmt.",2.0,4.0,3.0,4.0,1.0
4589,"""Overall positive""",I have been working at IBM full-time for less than a year,"Talented, Experienced Teams to work with.","Large has its benefits with a large portfolio, but it’s sometimes competes with itself.",5.0,4.0,4.0,4.0,4.0
4590,"""apps dba""",I worked at IBM full-time for more than 5 years,good projects and learning curve offering,politics and back biting when comes to promotion,,,,,
4591,"""Failure Analysis Lab Tech""",I worked at IBM full-time for more than 5 years,Access to scanning electron microscopes; working with engineers; nature of job description; fellow employees; benefits.,Management: some good / some terribly bad managers; biased; smiling faces tell lies,4.0,4.0,3.0,5.0,3.0
4592,"""Review""",I have been working at IBM  for more than 3 years,company pays less  than other consulting firms,various opportunities to advance career,5.0,5.0,5.0,3.0,3.0
4593,"""A Great  Place""",I have been working at IBM full-time,It is nice to see a woman as a CEO,Worried about being laid off.,4.0,4.0,4.0,4.0,5.0
4594,"""Accounting/Finance -- Get the experience and name on your resume and go... wasted nearly 3 years here...""",I worked at IBM full-time for more than 3 years,Work from home policy.... that's it.,"The computer systems used are ancient and not at all centralized... pretty shocking for a tech company... many do not know what the hell theyre doing... practically zero training which is ridiculous bc the systems they use are not intuitive and  you can't get a straight answer out of anyone yet somehow you're expected to get the job done. Constant lay offs have taken their toll on employee morale... way too many applications in a half assed attempt to innovate... communication is terrible... compensation is only good if you're being brought in from the outside, by once you're in you'd better settle down.",5.0,1.0,3.0,2.0,2.0
4595,"""Continues to be a great place to work""",I have been working at IBM full-time,Interesting technology;  a culture that has become much more dynamic in recent years;  principled; competitive benefits,Fairly competitive salaries with notable exceptions in some of the higher paid markets (e.g. Silicon Valley).,5.0,5.0,4.0,4.0,3.0
4596,"""Server administrator""",I worked at IBM ,"Great atmosphere.
Lots to learn.
Can work on various interests","Manager driven
Managing time is critical",3.0,3.0,4.0,3.0,3.0
4597,"""Associate Software Engineer""",I worked at IBM full-time,"Work and personal life balance, it's a good place to work",I personally didn't experience any issues while I was working.,5.0,5.0,4.0,5.0,5.0
4598,"""Enterprise Sales Representative""",I worked at IBM full-time,Access to many different technologies and gain high level understanding of the complexities of  Enterprise IT.   If you like working in teams this is a great place for that.,"From a sellers perspective I would not recommend working at IBM. I was there over 5 years and looking back I wish I would have left earlier.  Here are the issues you will find in a sellers role at IBM.

IBM is going through a major identity crisis to make itself relevant again and it reorganizes every 6 months.  Most customers would rather not do business with IBM, their software offerings are big, clumsy, and difficult to implement. The reorgs are painful and in my case they involved new products and new customers in each reorg.  Since IBM is notoriously stingy paying commissions they will not allow any hold overs.  Bottom line if you are working a big deal and are reorged out of that account you will not receive commissions so you just wasted 6 months of your time.

On the subject of commissions be prepared for internal disputes over who gets paid on what and how the revenue is divided.  IBM only pays 80% of the deal size in commissions (they take out 20% for maintenance fees).   Thus if you received a one million dollar quota, you will have to sell 1.2 million dollars of software to make your number.

The moral is low, good people are leaving in a continuous stream and are being laid off.  Resources are scarce and in many cases located too far away to travel so your SME's are only available by phone and they are all overworked.

My advice, there are plenty of other good companies that will treat you much better and be more fair to your career.  IBM is not one of those companies.",,,,,
4599,"""CbD Program""",I have been working at IBM full-time for more than a year,"Some managers are great, easy access to AP's and Partners, Mentorship Opps","Too Big, Not Enough Accountability, Hard to Get Staffed Early in Career",4.0,4.0,3.0,3.0,3.0
4600,"""Oasis of Sanity""",I have been working at IBM full-time for more than a year,"If you find the right team, there's fantastic management, wonderful working conditions, great pay and cool problems to work on. I love my job.",The direction from the company's executives ranges from nonsensical to flat-out counterproductive.,4.0,4.0,5.0,4.0,2.0
4601,"""It's like watching the Titanic sink""",I worked at IBM full-time,None - place was worst I've ever worked,"Archaic mindset of upper management, more layoffs than there are promotion, work space is disgusting. Only front area looks nice and modern to impress clients. Profit sharing plan is a joke. They are slow moving as a whole and employees are treated like #. So if you want security in job layoff, this is the place for you!",1.0,1.0,1.0,2.0,1.0
4602,"""IBM Software Engineer""",I worked at IBM full-time for more than 10 years,"There are lots of great people to work with, interesting projects, and training opportunities.",Work life balance is heavily tilted toward work.  Annual layoffs of random folks kills morale.  Management rarely takes an interest in your welfare and focuses only on results.,2.0,3.0,5.0,5.0,4.0
4603,"""sg""",I have been working at IBM  for more than 3 years,I like working here but not so much,Strict people that don't value their employees,5.0,5.0,5.0,5.0,5.0
4604,"""IBM GBS""",I have been working at IBM full-time for more than 10 years,Company has a solid vision and plan to grow the IBM business and truly revolutionize businesses into a globally interconnected digital ecosystem,Work life balance is poor. No one simply works 40 hours per week as you're expected to support internal growth or business development efforts in the evenings or weekends at times.,2.0,5.0,4.0,3.0,4.0
4605,"""It was a nice place to work.""",I worked at IBM full-time for more than 10 years,"They have the expertise, people, and resources to pursue their strategic objectives.","If your contributions are not strategic, you may be frustrated.",4.0,5.0,5.0,4.0,4.0
4606,"""Volunteer and community activities are numerous and fully supported by the company""",I have been working at IBM full-time for more than 10 years,"The company has a wide range of both formal and informal initiatives surrounding volunteer work and giving back to the community. There are also ways to start a new activity for helping a specific area not already covered by one of the many activities. The management and company as a whole are extremely supportive of these activities. Participation is encouraged, though not required and often there is direct funding to accommodate certain aspects of volunteer efforts. Allowances are made in employee schedules to accommodate the timing of your volunteer efforts.","Continuous cycle of periodically trimming portions of the work force, particularly in the US is a general concern. This is related another general concern, which is the continuous budget cuts that come in the Information Technology area. This creates issues with growth of services, solutions and skills and contributes to pockets of poor morale.",5.0,3.0,4.0,4.0,3.0
4607,"""Used to be a great company to work for""",I worked at IBM full-time for more than 5 years,"There are some great people at the company, great brand and rich heritage","Becoming a very aggressive culture... lots of lay offs, targeting more senior and expensive personnel, lots of people being fired for not achieving outrageous and unrealistic sales targets",3.0,3.0,4.0,4.0,2.0
4608,"""Financial Analyst""",I have been working at IBM full-time,Some great people that work here,Disorganized from a low-level perspective,,,,,
4609,"""Senior Financial Analyst""",I have been working at IBM full-time for more than 5 years,Relax environment and overall good management. Opportunity to learn from multiple roles. Interaction with senior executives is very common so you can learn from them as well.,"Salaries are not very high, and opportunities to grow (unless you are in head quarters or reporting directly to them) are not very clear.",4.0,4.0,3.0,3.0,3.0
4610,"""Trying to make the change... but mostly missing""",I worked at IBM full-time for more than a year,"It's a huge company with a few smart people doing interesting things.  They pay average for the industry, but there are lots of opportunities to learn.","They too focused on pilling on additional sales, services and financing.  Each group in the firm has a quote and the client's real needs tends to 3rd or 4th in the priority list.",3.0,3.0,3.0,3.0,2.0
4611,"""Chief Architect""",I have been working at IBM full-time for more than 8 years,"By definition, incumbent leads clients and teams in innovative and trans-formative solutions that align the business to opportunities and reduce overall IT spend",Delivery and Executive management often view you as the 'one stop shop' for all issues and problems.,3.0,3.0,3.0,3.0,3.0
4612,"""no salary""",I worked at IBM full-time,"depends n your project, you will be benefited",no salary increments even you work many years,5.0,,,1.0,
4613,"""Solution Architect""",I have been working at IBM full-time for more than 10 years,"Great benefits, good solid people.","Your just a number.  It doesn't matter what your latest accomplishments are, if your tenure is past 15 years, your a candidate for a resource action.",3.0,3.0,4.0,4.0,2.0
4614,"""IBM Datacenter""",I have been working at IBM full-time,"Working for a well established IT Company that understands the IT industry.  Great company to pursue your career if you are in the IT field, or a great place to start your career.","Management will use micro managing quite often which may work sometimes but overall will impact the team in a negative way. This is an old style of managing and with this being an IT driven company, they need to adapt to a more stress-free environment and remember to stay employee and customer oriented. **If employees are happy, they produce more efficient work, which in turn improves the customer experience.**",4.0,4.0,5.0,5.0,3.0
4615,"""Good""",I worked at IBM full-time,good very good nice excellent,none none of the above to mention,,,,,
4616,"""Technology giant that continues to make this world a better place""",I have been working at IBM full-time for more than 10 years,"* great vision for the cognitive era of computing and its role in business, government, and society
* ample talent and resources to bring the vision to life
* limitless opportunities for anyone to contribute and be part of this journey into the future

I am an IBM Distinguished Engineer. My background is in machine learning.  I focus on technologies that make sales and marketing smarter for IBM and its clients.  If you aspire to lead the cognitive revolution, please join us.  I am proud to be part of this great company.","IBM is big, complex, and ever changing.   If you're looking for a regular 9-5 job in a static environment -- think again.  IBM will support you in efforts to change the world -- but you have to lead the way and show you can do it.",5.0,5.0,5.0,5.0,5.0
4617,"""Death spiral.....""",I have been working at IBM full-time for more than 3 years,Nice co-workers who worked hard to bring in new business.,"Black cloud over everyone there due to constant Resource Allocations (lay offs). Never know when the next one is going to happen. Crazy multi-level policies where you are having to jump through hoops to do your job. Literally 20 emails a day (internal emails) from the company- post this, read this blog, etc leaving little time to actually do the job you were hired to do. Territory changes every 6 months. Company going down hill fast.",3.0,2.0,2.0,2.0,1.0
4618,"""Going downhill especially in particular organizations.""",I have been working at IBM full-time for more than 10 years,Currently have flexibility working remotely and is a good company on your resume. This is all I can say for Pros.,"Company eliminating the work from home option and making people relocate to an office, 401k matches are not provided until end of year, what ever you start out in pay with the company is where you will be for many year, annual bonus' are minimal, many times less than 1% if you get one.",3.0,2.0,2.0,1.0,1.0
4619,"""Excellent Organization / Challenges / Learning""",I have been working at IBM full-time for less than a year,"Excellent people, genuinely interested in your development
Fantastic learning opportunities
You see your role in the greater scheme of things and how your work translates to the betterment of the company as a whole
Fast paced, never a dull moment",Pay is not as high as one would like for the comparative amount of work done compared to others in this position in other companies,4.0,5.0,5.0,3.0,5.0
4620,"""complacent workplace""",I have been working at IBM full-time for more than 3 years,"flexible work hours, work from home","complacent workforce, hard/good work is not rewarded, bad work and laziness is not punished",4.0,1.0,1.0,3.0,1.0
4621,"""GBS""",I have been working at IBM full-time for more than 10 years,"Broad, exciting capabilities create a rewarding palette from which to help clients.","Heavy processes continue to be a burden. 
The weight of upper management slows progression. 
Each business transformation / crisis is assigned to a new, typically outside executive to resolve-- again, limiting upward mobility.",3.0,5.0,2.0,3.0,2.0
4622,"""IT Specialist""",I have been working at IBM full-time,Big Company with many opportunities if you are able to move.,"Future outlook is not clear, company may shed off some business and just focus on newer technologies and Watson.",,,,,
4623,"""My Info""",I have been working at IBM full-time for more than 10 years,It's a good place to work,It can be a long commute in traffic,,,,,
4624,"""Treating employees like dirt will come back to bite you I hope.""",I worked at IBM ,"It was a good 38 years, but IBM management has no clue what they're doing anymore.",The titanic....in slow motion.,3.0,3.0,1.0,3.0,1.0
4625,"""Has its ups and downs""",I have been working at IBM full-time for more than 3 years,"Tons of things going on, which means opportunities to focus on new interests. Plenty of resources (people, books, videos, courses) if you are someone who enjoys learning a little every day.","Constant rumors of layoffs, now with a limited severance program - 1 month no matter how many years of service. Raises and bonuses below industry average due to (planned) sharp declines in revenue and stock buybacks to elevate stock price. This is not a place for those who are anxious about losing their job will thrive due to your being up all night worried about getting let go.",2.0,3.0,4.0,1.0,4.0
4626,"""Sales Executive""",I have been working at IBM full-time for more than 3 years,Large portfolio of solutions and good people.,Constant re-org and decreased focus on the customers.,3.0,2.0,3.0,3.0,3.0
4627,"""Disconnected""",I worked at IBM full-time for more than 10 years,There are a lot of opportunities to try new things,"Disconnected management
Isolated
Lack of direction
Always playing catch up to the industry",3.0,1.0,3.0,3.0,1.0
4628,"""Channel Sales Manager""",I worked at IBM full-time for more than 10 years,"Large company with lots of resources and training.  Ability to move between divisions.  Offers large range of IT solutions from data to security to cloud to analytics to commerce, collaboration and integration.","Horrible leadership and executive management.  Top executives have no respect for their managers, employees or customers.  All IBM cares about is the correct answers in their weekly, daily, hourly candence calls.  Very internal forcused company.  Customers hate buying IBM today - they all would like to move off IBM solutions if they could.",1.0,1.0,1.0,1.0,1.0
4629,"""IBM""",I have been working at IBM  for less than a year,Good environment and lot of fun and events,Location is located in very remote area,5.0,5.0,4.0,5.0,5.0
4630,"""Student""",I worked at IBM full-time,Lots of really good things,Nothing. It's all really great,,,,,
4631,"""IBM Hundred Percent Club""",I have been working at IBM full-time for more than 5 years,"IBM really takes the time to share its support and recognize good work.  As a first time honoree of IBM's Hundred Percent Club, I was amazed at the concerted effort taken to ensure I was recognized for my efforts.",This is both a pro and a con.  IBM is a self management employer... meaning you need to do some work to find information within the IBM maze of tools.  The information is there...  it can sometimes be a challenge to navigate so much information to find it.,5.0,5.0,5.0,5.0,5.0
4632,"""Software Eng""",I worked at IBM full-time,Enjoyed working with my team members,The lack of any real direction,,,,,
4633,"""Great Company to work for""",I have been working at IBM full-time for more than 5 years,"Great Policy and management,","Average Salary,  Nothing much I can say",3.0,4.0,4.0,3.0,3.0
4634,"""Manager""",I have been working at IBM full-time,"Great developmental culture, many opportunities for advancement",Weight of corporate top-down thinking holds back progress,3.0,4.0,5.0,2.0,2.0
4635,"""Technical Specialist - Identity and Access Management""",I have been working at IBM full-time for more than 3 years,"Surrounded by smart people
Interesting work; no two days are ever the same","Constant pressure - you have to maintain customer relationships, assist Sales, and keep up with complex technologies that change almost daily.",3.0,4.0,4.0,5.0,4.0
4636,"""Tech Sales""",I have been working at IBM full-time for less than a year,They invest a lot of resources into you via the Summit program,There is not as much flexibility switching roles as promised,5.0,2.0,3.0,5.0,4.0
4637,"""Program Director""",I worked at IBM full-time for more than 10 years,"Benefits were good.
Work in some areas was interesting.","Leadership is only interested in their career, moving quickly before the glass breaks.
I spend much of my management career trying to convince employees that taking away benefits was a good thing for them.
No executive is held accountable, only lower level management and employees - just look at who getting laid off and how many VPs a small organization has.
They have no clue on how to grow revenue.",2.0,1.0,2.0,3.0,1.0
4638,"""End User Support""",I worked at IBM full-time,Learned a lot of past IT knowledge from former co-workers and some managers.,Management cut too many jobs and went over seas for cheaper cost.,3.0,2.0,3.0,4.0,2.0
